iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,skew_phase_ps,skew_diff_route_ps,skew_centroid_ps,skew_source,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,frame_sha1,rejected,offset_error_a,offset_error_b,gain_error,skew_error_ps,offset_a_state,offset_b_state,gain_corr_a,gain_corr_b,skew_cmd_ps
10,10200,6,7,2794,-0.06591742163097092,-0.6367663515291445,505.309799360551,505.1418867128087,0.9996677035593713,0.0,0.0838513954646318,0.0838513954646318,0.0838513954646318,-0.1608986555563026,2.9400517932633474,phase,54.46624384475382,59.073190418088416,8.75519000743419,54.49522852302789,59.0989930047581,8.7600047380445,54.466243844753805,59.0731904180884,8.755190007434187,54.49522852302799,59.09899300475803,8.760004738044518,-33.58569784029035,-71.39751446016503,0.47513695669935885,54.46624384475382,59.073190418088416,8.75519000743419,54.466243844753805,59.0731904180884,8.755190007434187,nan,-33.58569784029035,nan,-71.39751446016503,False,6.959844566557702,dc6b77af68be2ef6,,-0.06591742163097092,-0.6367663515291445,-0.0003322964406287099,0.0838513954646318,13.790267889801745,-22.854315190059754,1.0105082658800033,0.9897084098855212,-3.5158239584568673
11,11264,0,8,3871,0.38179949562009674,-0.3853100202425158,505.9685614584967,505.2834425807696,0.9986459259924131,0.0,0.10816900737084414,0.10816900737084414,0.10816900737084414,-0.11101564240783367,-2.2004858755846177,phase,54.592405084666396,59.62119884226979,8.776147024030964,54.58363635257246,59.429318538769934,8.77469042401536,54.59240508466646,59.621198842269855,8.776147024030974,54.58363635257244,59.429318538769834,8.774690424015356,-33.54148620407562,-73.28949164795422,0.39189745865236425,54.592405084666396,59.62119884226979,8.776147024030964,54.59240508466646,59.621198842269855,8.776147024030974,nan,-33.54148620407562,nan,-73.28949164795422,False,7.306865787252072,5d2a91b4b2622086,,0.38179949562009674,-0.3853100202425158,-0.001354074007586914,0.10816900737084414,13.922508098000995,-22.990576037939665,1.0102688128589794,0.9899432521050268,-3.548274660668121
12,12288,0,8,5462,0.2614288034267199,-0.11313978601525798,505.22502613594264,505.32105032681915,1.0001900622216024,0.0,0.021740777869609942,0.021740777869609942,0.021740777869609942,-0.3726090272905757,-3.166688174826614,phase,54.42132610289007,58.869495725652754,8.747728588519946,54.5540474962651,59.12177523035186,8.7697753316055,54.421326102890085,58.8694957256528,8.747728588519948,54.55404749626511,59.121775230351865,8.769775331605501,-33.52449900549792,-64.83548010289218,0.24167739635268504,54.42132610289007,58.869495725652754,8.747728588519946,54.421326102890085,58.8694957256528,8.747728588519948,nan,-33.52449900549792,nan,-64.83548010289218,False,7.430852096292883,b538d9f4d3d41ca7,,0.2614288034267199,-0.11313978601525798,0.00019006222160244945,0.021740777869609942,14.013078132465797,-23.030577245100922,1.0103024152976023,0.9899103319694937,-3.554796894029004
13,13312,0,8,5998,-0.07077867066588972,-0.1780793302269843,504.9194453823668,505.1418390999454,1.0004404538577638,0.0,0.014049367698751003,0.014049367698751003,0.014049367698751003,-0.3514999249231206,4.706261632720408,phase,54.64311111875222,59.835325033961425,8.784569953281101,54.689967162699375,59.233772507199205,8.792353349285612,54.64311111875216,59.83532503396141,8.78456995328109,54.68996716269942,59.23377250719932,8.79235334928562,-33.51641971795488,-66.0508546987592,0.07497190575244517,54.64311111875222,59.835325033961425,8.784569953281101,54.64311111875216,59.83532503396141,8.78456995328109,nan,-33.51641971795488,nan,-66.0508546987592,False,7.322966042094581,5f872708a12f0cdc,,-0.07077867066588972,-0.1780793302269843,0.00044045385776381174,0.014049367698751003,13.988558212135047,-23.093540286870006,1.0103802888269593,0.989834063842787,-3.559011704338629
14,14280,4,8,7052,-0.03392200640878684,0.37666546392122235,504.9806549983428,505.20702680479457,1.0004482781750372,0.0,0.045604512906165386,0.045604512906165386,0.045604512906165386,-0.2222328336170445,-2.096803553350504,phase,54.63735881681811,58.92988672218543,8.783614421398358,54.41349932118925,59.06831823747964,8.746428458669312,54.637358816818164,58.929886722185415,8.783614421398367,54.413499321189285,59.06831823747963,8.746428458669318,-33.519798427878726,-67.8901591362052,0.09996255780560581,54.63735881681811,58.92988672218543,8.783614421398358,54.637358816818164,58.929886722185415,8.783614421398367,nan,-33.519798427878726,nan,-67.8901591362052,False,7.028287312899455,823be7e633110d29,,-0.03392200640878684,0.37666546392122235,0.0004482781750372311,0.045604512906165386,13.976807485824995,-22.960353405161147,1.0104595518275539,0.9897564474601648,-3.572693058210479
15,15300,2,7,8130,0.16717279776366656,-0.17618723336369127,505.32313526586563,505.14589663415387,0.9996492568431119,0.0,-0.02482052182761217,-0.02482052182761217,-0.02482052182761217,-0.06146602599303138,4.661055132843582,phase,54.82880872948179,59.26313702879998,8.815416732472059,54.682613606835076,59.27250894796505,8.791131828377921,54.8288087294818,59.263137028799974,8.81541673247206,54.68261360683503,59.27250894796504,8.791131828377912,-33.5600838441879,-74.87579540446285,0.15122449469345334,54.82880872948179,59.26313702879998,8.815416732472059,54.8288087294818,59.263137028799974,8.81541673247206,nan,-33.5600838441879,nan,-74.87579540446285,False,6.414864632966679,c960098dc79e3dd5,,0.16717279776366656,-0.17618723336369127,-0.0003507431568881003,-0.02482052182761217,14.034712306568645,-23.022657148506827,1.0103975297672585,0.9898172200784079,-3.5652469016621953
16,16320,4,8,894,0.3388476381643253,-0.22967618449712246,504.8725761678539,505.43890309775145,1.0011217225031237,0.0,0.05253941026856424,0.05253941026856424,0.05253941026856424,-0.16678131305970625,-2.3618840812949644,phase,54.4334774224611,59.489488033875936,8.749747080143042,54.5016662993424,59.04551978230823,8.76107413610339,54.433477422461074,59.48948803387596,8.749747080143036,54.50166629934242,59.04551978230824,8.761074136103392,-33.582805827275344,-72.8951866078546,0.022031914817667086,54.4334774224611,59.489488033875936,8.749747080143042,54.433477422461074,59.48948803387596,8.749747080143036,nan,-33.582805827275344,nan,-72.8951866078546,False,7.770349600477093,1afd7196752568ee,,0.3388476381643253,-0.22967618449712246,0.001121722503123701,0.05253941026856424,14.152088556869685,-23.103870793757032,1.0105958722553505,0.9896231352440295,-3.5810087247427647
17,17340,1,8,1936,-0.3246957656887598,0.39199734797454083,505.5392092335565,505.1186420063535,0.9991680818826286,0.0,0.007025397150243536,0.007025397150243536,0.007025397150243536,-0.15613455038983196,-1.18520370168932,phase,54.6645586358303,58.59142858281221,8.788132663759187,54.797192540412645,59.31545366506092,8.8101648738227,54.66455863583028,58.591428582812256,8.788132663759184,54.79719254041274,59.315453665061064,8.810164873822714,-33.575725259180544,-70.97573339692363,-0.5132906252067411,54.6645586358303,58.59142858281221,8.788132663759187,54.66455863583028,58.591428582812256,8.788132663759184,nan,-33.575725259180544,nan,-70.97573339692363,False,8.735086828704212,b5476e7311dd188b,,-0.3246957656887598,0.39199734797454083,-0.0008319181173713774,0.007025397150243536,14.03963656581074,-22.965233097340146,1.0104487439776433,0.9897673301501105,-3.5831163438878377
18,18360,4,8,3010,0.20391663598890863,0.01877614908343439,504.78549783191556,505.5155498366723,1.0014462618436788,0.0,-0.0004532219160657611,-0.0004532219160657611,-0.0004532219160657611,-0.11391256898681104,-6.188924655581638,phase,54.66474593082923,59.71573586401051,8.788163775885254,54.76501562615005,59.92289293488204,8.804819871453498,54.66474593082928,59.7157358640106,8.788163775885263,54.7650156261501,59.92289293488209,8.804819871453507,-33.55484372559845,-74.50471666031821,0.1217130212612787,54.66474593082923,59.71573586401051,8.788163775885254,54.66474593082928,59.7157358640106,8.788163775885263,nan,-33.55484372559845,nan,-74.50471666031821,False,6.263820127588834,ae46f87671337b5b,,0.20391663598890863,0.01877614908343439,0.0014462618436787977,-0.0004532219160657611,14.110269364378203,-22.958593504398433,1.0107044843337398,0.989517185947476,-3.582980377313018
19,19380,5,7,4087,0.2098565752009835,-0.24557010154957143,505.38445029102445,505.7498681131086,1.0007230491992258,0.0,-0.016746281955646848,-0.016746281955646848,-0.016746281955646848,-0.3111663836793455,-9.15083357845685,phase,54.62541647520774,58.99209199698505,8.781630643722217,54.643332111812725,59.35127315767659,8.784606663091816,54.6254164752078,58.99209199698505,8.781630643722227,54.64333211181277,59.35127315767657,8.784606663091823,-33.54859148479616,-67.57507536903951,0.25226420410048844,54.62541647520774,58.99209199698505,8.781630643722217,54.6254164752078,58.99209199698505,8.781630643722227,nan,-33.54859148479616,nan,-67.57507536903951,False,8.134400461912797,6b0d9973582b46bb,,0.2098565752009835,-0.24557010154957143,0.0007230491992258337,-0.016746281955646848,14.182941250630654,-23.04545357794031,1.010832372420649,0.9893920692314563,-3.577956492726324
20,20480,0,8,5113,-0.49800716150728874,-0.19136721593423783,505.0189693471311,505.02358826179074,1.00000914602211,0.0,0.015899817272645507,0.015899817272645507,0.015899817272645507,-0.5293165305041493,7.010023408299687,phase,54.32241960271773,58.93073778369316,8.731298937328528,54.460010890079985,59.176334230685875,8.754154632903653,54.3224196027178,58.93073778369321,8.731298937328539,54.46001089007999,59.17633423068584,8.754154632903655,-33.53485642081206,-64.22214759839976,-0.22162388788281184,54.32241960271773,58.93073778369316,8.731298937328528,54.3224196027178,58.93073778369321,8.731298937328539,nan,-33.53485642081206,nan,-64.22214759839976,False,7.391297584004997,1b221c49370e0b48,,-0.49800716150728874,-0.19136721593423783,9.146022110106955e-06,0.015899817272645507,14.010506620237736,-23.11315022486109,1.0108339903123138,0.9893904856706349,-3.582726437908118
21,21504,0,8,6155,0.17950566996193063,0.24500140460364683,504.8066121272905,505.0509150739106,1.0004839535393377,0.0,0.04010260252426967,0.04010260252426967,0.04010260252426967,-0.5510345859043498,5.47632217736221,phase,54.56337023471682,58.80351884306596,8.771323959255287,54.74836515846148,59.17824560211302,8.80205401303347,54.56337023471684,58.803518843066016,8.771323959255291,54.748365158461496,59.178245602113016,8.802054013033471,-33.565023263005415,-63.12491791610885,-0.2968400840141072,54.56337023471682,58.80351884306596,8.771323959255287,54.56337023471684,58.803518843066016,8.771323959255291,nan,-33.565023263005415,nan,-63.12491791610885,False,7.88417761403912,37e8489b50c1e132,,0.17950566996193063,0.24500140460364683,0.00048395353933772256,0.04010260252426967,14.07266023308495,-23.02648020644753,1.0109195997325904,0.9893067328733154,-3.5947572186653987
22,22440,1,7,7214,-0.15221238288088357,-0.1137737819412383,505.5394285563989,505.12056640594835,0.9991714550304284,0.0,-0.004158243336428823,-0.004158243336428823,-0.004158243336428823,-0.6936506530369229,-2.6198058037006327,phase,54.49859747913334,59.332632717305636,8.760564365304543,54.57772518794138,59.96847856091782,8.773708502980297,54.498597479133295,59.33263271730571,8.760564365304536,54.57772518794144,59.96847856091801,8.773708502980307,-33.54940648981852,-61.542210120922945,-0.19775854008613525,54.49859747913334,59.332632717305636,8.760564365304543,54.498597479133295,59.33263271730571,8.760564365304536,nan,-33.54940648981852,nan,-61.542210120922945,False,7.375027404515807,a910d70c579953b6,,-0.15221238288088357,-0.1137737819412383,-0.0008285449695716318,-0.004158243336428823,14.019961349788591,-23.066731447398634,1.0107730210715153,0.9894502967178717,-3.59350974566447
23,23460,7,7,8282,-0.0015310811844839872,-0.06158249947608691,505.5012758685139,504.9565368942416,0.9989223786362628,0.0,0.027952347454005596,0.027952347454005596,0.027952347454005596,-0.43212987220178367,2.4083453254132903,phase,50.1038529976205,54.20987710713378,8.03054036505324,50.28621106509743,54.593150390614625,8.060832402840106,50.10385299762051,54.2098771071338,8.030540365053241,50.286211065097426,54.59315039061467,8.060832402840106,-33.570161775327875,-64.63978167395354,-0.28896826931717357,50.1038529976205,54.20987710713378,8.03054036505324,50.10385299762051,54.2098771071338,8.030540365053241,nan,-33.570161775327875,nan,-64.63978167395354,False,6.620851090156585,6636ba16a7a289b4,,-0.0015310811844839872,-0.06158249947608691,-0.0010776213637372356,0.027952347454005596,14.01943118287337,-23.08851513364152,1.0105824057162711,0.989637092248894,-3.6018954499006717
24,24480,6,7,998,-0.429539494335908,0.3237579749421008,505.19263526969826,505.60496225631795,1.0008161777465334,0.0,-0.02308066716844998,-0.02308066716844998,-0.02308066716844998,-0.11843935155211142,-7.069706686550877,phase,50.38471141414157,54.689202217303865,8.077194587066707,50.20108153922905,54.488215890731766,8.046691285586222,50.384711414141634,54.68920221730392,8.077194587066717,50.201081539229044,54.48821589073173,8.04669128558622,-33.56783956435724,-72.68135715252961,-0.07754107717531866,50.38471141414157,54.689202217303865,8.077194587066707,50.384711414141634,54.68920221730392,8.077194587066717,nan,-33.56783956435724,nan,-72.68135715252961,False,8.203749925463411,9f3b78386e4c0bbb,,-0.429539494335908,0.3237579749421008,0.0008161777465334197,-0.02308066716844998,13.870666646535524,-22.974013270163226,1.0107267483186233,0.9894958565622469,-3.5949712497501367
25,25500,4,7,2045,-0.03519715837062487,-0.3021805767108867,505.81519303150543,505.1413665880476,0.9986678406407301,0.0,-0.020228331321841313,-0.020228331321841313,-0.020228331321841313,-0.3680484488260173,1.196670250663236,phase,54.2230806941194,58.66841955311601,8.71479745749492,54.393274631375434,58.66439865507972,8.743068875643761,54.223080694119446,58.66841955311613,8.714797457494926,54.393274631375455,58.66439865507975,8.743068875643765,-33.552715700648164,-66.90764444999245,0.20744863362573618,54.2230806941194,58.66841955311601,8.71479745749492,54.223080694119446,58.66841955311613,8.714797457494926,nan,-33.552715700648164,nan,-66.90764444999245,False,8.872647749411021,48134b3247bced21,,-0.03519715837062487,-0.3021805767108867,-0.001332159359269891,-0.020228331321841313,13.858478381556674,-23.080899217332583,1.0104911197265718,0.98972684335256,-3.588902750353584
26,26520,7,8,8190,-0.030494566772173957,0.21035626704714233,505.3771781524563,505.36813672838394,0.9999821095521064,0.0,-0.026401774054451356,-0.026401774054451356,-0.026401774054451356,-0.026685603117713102,2.3713970941271394,phase,54.6220112693224,59.105133293251875,8.781064994904055,53.96161932990216,58.716028954847594,8.671365337193052,54.622011269322364,59.1051332932518,8.781064994904048,53.96161932990211,58.71602895484763,8.671365337193043,-33.58563325943642,-72.46025704667682,0.2770971704228664,54.6220112693224,59.105133293251875,8.781064994904055,54.622011269322364,59.1051332932518,8.781064994904048,nan,-33.58563325943642,nan,-72.46025704667682,False,6.824165107045971,7cae880d76478c85,,-0.030494566772173957,0.21035626704714233,-1.7890447893575967e-05,-0.026401774054451356,13.847916093415884,-23.006510315019792,1.010487956052295,0.9897299420728883,-3.580982218137249
27,27648,0,8,4182,-0.12275199544606417,0.45833796172101515,505.24734251107986,505.26115661404214,1.0000273412679295,0.0,-0.0007028749729797926,-0.0007028749729797926,-0.0007028749729797926,-0.014109265299011235,0.9761511085698134,phase,54.500729687813575,58.838600447905094,8.760918552792953,54.55355442111335,59.61285167026931,8.769693425434111,54.50072968781355,58.83860044790503,8.76091855279295,54.55355442111341,59.612851670269336,8.769693425434122,-33.569689788018586,-81.5001977264121,0.2419982774801781,54.500729687813575,58.838600447905094,8.760918552792953,54.50072968781355,58.83860044790503,8.76091855279295,nan,-33.569689788018586,nan,-81.5001977264121,False,7.423309405918519,f92f0d3930cbc697,,-0.12275199544606417,0.45833796172101515,2.7341267929470447e-05,-0.0007028749729797926,13.805398814363922,-22.844427427776456,1.0104927909561354,0.9897252066198449,-3.580771355645355
28,28560,4,8,5245,0.33007161011310393,-0.2422465302238071,505.46959865421735,505.22937975908303,0.9995247609435387,0.0,-0.009045734062527564,-0.009045734062527564,-0.009045734062527564,-0.020352758985426347,-1.5315529838789443,phase,54.50841565536088,58.900102810590084,8.762195291588187,54.75631538851928,59.34542766207262,8.803374649255696,54.50841565536092,58.90010281059014,8.762195291588194,54.756315388519276,59.34542766207252,8.803374649255694,-33.53052790716431,-74.15012292838409,0.4665086511836627,54.50841565536088,58.900102810590084,8.762195291588187,54.50841565536092,58.90010281059014,8.762195291588194,nan,-33.53052790716431,nan,-74.15012292838409,False,7.026792045335198,fd948fd200a004ce,,0.33007161011310393,-0.2422465302238071,-0.00047523905646129627,-0.009045734062527564,13.919724284642909,-22.930093918850172,1.0104087514690419,0.9898075580693062,-3.5780576354265965
29,29580,1,7,6315,0.06942894086683296,-0.6575641867202959,505.1113202646864,505.52084821612607,1.000810767715966,0.0,0.020622071301747345,0.020622071301747345,0.020622071301747345,-0.1978140040364175,0.24642711688799707,phase,54.25750329637233,59.46887644976296,8.720515497736267,54.77643554620012,59.82741697716338,8.806716868139556,54.2575032963724,59.468876449763,8.72051549773628,54.776435546199984,59.8274169771632,8.806716868139533,-33.511678341947096,-70.26082655489192,0.2573641546214098,54.25750329637233,59.46887644976296,8.720515497736267,54.2575032963724,59.468876449763,8.72051549773628,nan,-33.511678341947096,nan,-70.26082655489192,False,7.045731529886552,744ed88ebdf0d321,,0.06942894086683296,-0.6575641867202959,0.0008107677159661097,0.020622071301747345,13.943774085545822,-23.16261130414982,1.0105521126582755,0.9896672336375323,-3.584244256817121
30,30600,5,7,7354,-0.0912846845694514,-0.022325456448659214,505.5041923024324,505.1318471827382,0.9992634183348743,0.0,0.04541240645463744,0.04541240645463744,0.04541240645463744,-0.09190611053356898,-3.071686512537206,phase,54.312072957584675,58.87813261341965,8.729580225512406,54.5079529375398,58.638359323570356,8.762118428162758,54.3120729575847,58.878132613419716,8.729580225512409,54.507952937539784,58.63835932357031,8.762118428162756,-33.55921735338954,-74.86488206281517,-0.068269943738823,54.312072957584675,58.87813261341965,8.729580225512406,54.3120729575847,58.878132613419716,8.729580225512409,nan,-33.55921735338954,nan,-74.86488206281517,False,7.761903629662718,a13652cd4ced742d,,-0.0912846845694514,-0.022325456448659214,-0.0007365816651256907,0.04541240645463744,13.912158061790983,-23.17050679618133,1.0104218506806537,0.9897948975517336,-3.597867978753512
