iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,rejected,offset_error_a,offset_error_b,gain_error,skew_error_ps,offset_a_state,offset_b_state,gain_corr_a,gain_corr_b,skew_cmd_ps
8,8160,0,8,251,-1.403325725190613,-1.067447599452694,16.98937503103939,17.144753490206252,1.0091456253619093,0.0,-95.58380640282223,-95.58380640282223,37.125373267830476,41.79595174754955,5.874646722230977,37.14701271862429,41.70902418625747,5.878241315386095,37.12537326783047,41.795951747549545,5.874646722230976,37.14701271862431,41.70902418625748,5.878241315386099,-18.375051919582468,-18.448060191281897,-0.8453147792750662,37.125373267830476,41.79595174754955,5.874646722230977,37.12537326783047,41.795951747549545,5.874646722230976,nan,-18.375051919582468,nan,-18.448060191281897,False,6.576142356895261,,-1.403325725190613,-1.067447599452694,0.009145625361909326,-95.58380640282223,-9.226968627457548,-1.8993328254662194,0.9929396340127801,1.008150508574383,316.1319913462389
9,9180,0,8,5235,-5.252144620858372,-3.5975751258382376,18.386296435276908,18.733572219407424,1.0188877507415912,0.0,-96.48243234499134,-96.48243234499134,37.39598877642061,41.39693661205024,5.9195994645216965,37.51496112349242,41.59312398338342,5.939362312872496,37.39598877642061,41.39693661205027,5.9195994645216965,37.514961123492434,41.59312398338343,5.939362312872498,-18.29775157465295,-18.372437773779126,-1.3810673020776205,37.39598877642061,41.39693661205024,5.9195994645216965,37.39598877642061,41.39693661205027,5.9195994645216965,nan,-18.29775157465295,nan,-18.372437773779126,False,6.010361644436603,,-5.252144620858372,-3.5975751258382376,0.018887750741591214,-96.48243234499134,-11.078290252994323,-3.148304366257225,0.9962216533667991,1.0048799846988452,345.0767210497363
10,10200,0,7,699,-0.05556465448593999,-1.9340200537277095,17.464790429488257,17.37653358256884,0.9949465842561499,0.0,-121.49478815213752,-121.49478815213752,36.91531181356942,41.7677867505014,5.839752792951731,36.7537783168799,41.922839564615714,5.812919986192676,36.915311813569424,41.76778675050141,5.8397527929517326,36.7537783168799,41.92283956461572,5.812919986192676,-16.296193853754573,-16.354218977238972,1.153749290607054,36.91531181356942,41.7677867505014,5.839752792951731,36.915311813569424,41.76778675050141,5.8397527929517326,nan,-16.296193853754573,nan,-16.354218977238972,False,6.410010861571804,,-0.05556465448593999,-1.9340200537277095,-0.005053415743850098,-121.49478815213752,-11.097811640633665,-3.8219241309175414,0.9953406469839888,1.0057731616520098,381.5251574953776
11,11220,0,7,4247,-1.8224750754117578,-1.2511946521640605,17.531853526989522,17.73093748827172,1.011355556956697,0.0,-111.42573517977857,-111.42573517977857,36.982714999633046,41.40843712626581,5.8509493354872175,37.58272795583456,41.711688956122124,5.950619261766539,36.98271499963303,41.408437126265795,5.850949335487216,37.58272795583455,41.71168895612211,5.950619261766537,-17.091273077713627,-17.159542400915317,-0.6960166845501611,36.982714999633046,41.40843712626581,5.8509493354872175,36.98271499963303,41.408437126265795,5.850949335487216,nan,-17.091273077713627,nan,-17.159542400915317,False,6.728905705439232,,-1.8224750754117578,-1.2511946521640605,0.011355556956696988,-111.42573517977857,-11.738663873813262,-4.257328598797882,0.9973186102804138,1.0037969080879523,414.95287804931115
12,12240,0,8,4971,3.2092003943449026,2.687104954499704,18.209240036795762,18.433895921809828,1.0123374662841558,0.0,-127.80373309577661,-127.80373309577661,37.18984571994221,41.88632008370294,5.885356431884089,37.24538280777642,41.66274020845192,5.8945818617568815,37.18984571994222,41.88632008370295,5.88535643188409,37.24538280777641,41.66274020845191,5.894581861756879,-15.810841663871866,-15.85478319031084,0.2960526447112719,37.18984571994221,41.88632008370294,5.885356431884089,37.18984571994222,41.88632008370295,5.88535643188409,nan,-15.810841663871866,nan,-15.85478319031084,False,6.63741408664629,,3.2092003943449026,2.687104954499704,0.012337466284155774,-127.80373309577661,-10.61242384736384,-3.320399299158625,0.9994718776079706,1.0016560663119898,453.2939979780441
13,13260,0,8,2899,-0.7247099685168971,0.009768682971343104,18.07306525338755,18.104022009524247,1.0017128669488367,0.0,-100.18187608671843,-100.18187608671843,36.992402415102134,40.81396407475239,5.852558540714641,36.74602125722272,41.360897490073725,5.811631438076865,36.992402415102134,40.81396407475239,5.852558540714641,36.74602125722271,41.360897490073725,5.811631438076862,-17.98167080622667,-18.000203733166867,-0.18290901591904352,36.992402415102134,40.81396407475239,5.852558540714641,36.992402415102134,40.81396407475239,5.852558540714641,nan,-17.98167080622667,nan,-18.000203733166867,False,5.976125683052759,align_margin=6.0,,,,,,,,,
13,13260,0,7,599,-7.932753475261261,-7.717439055072994,16.5535194713688,16.9273918368963,1.0225856722598572,0.0,-97.01475703955768,-97.01475703955768,37.228923651792066,41.94778841026022,5.891847782689712,37.201041648703644,41.13481168454736,5.887216220714892,37.22892365179207,41.94778841026023,5.891847782689714,37.20104164870365,41.13481168454734,5.887216220714893,-18.303485107549527,-18.323448286879763,-0.3588702044481531,37.228923651792066,41.94778841026022,5.891847782689712,37.22892365179207,41.94778841026023,5.891847782689714,nan,-18.303485107549527,nan,-18.323448286879763,False,5.768741101542759,align_margin=5.8,,,,,,,,,
13,13260,0,8,1315,-4.62031475138769,-3.0652350156510537,17.505286543688243,16.88433857443454,0.9645279745804793,0.0,-98.52421184596594,-98.52421184596594,37.667288615253504,41.61061916905956,5.964665882932477,37.30226288812399,41.0663859097096,5.904030380087042,37.66728861525348,41.61061916905953,5.964665882932473,37.302262888124,41.06638590970961,5.904030380087043,-18.08021236631211,-18.098256407532663,-1.5942237631884097,37.667288615253504,41.61061916905956,5.964665882932477,37.66728861525348,41.61061916905953,5.964665882932473,nan,-18.08021236631211,nan,-18.098256407532663,False,6.913428482596153,,-4.62031475138769,-3.0652350156510537,-0.03547202541952066,-98.52421184596594,-12.230388493708777,-4.391457810717331,0.9932675515344646,1.0081026234019754,482.85126153183387
14,14280,0,7,3953,5.941173235268471,5.282780787844893,17.820847337023118,17.869417387646564,1.002725462471279,0.0,-95.81424175472566,-95.81424175472566,36.959698190406684,41.535573126710254,5.847125945250281,37.26821509663558,40.86425637440881,5.898374600770031,36.959698190406684,41.53557312671025,5.847125945250281,37.268215096635586,40.86425637440881,5.8983746007700315,-18.32116236316806,-18.398334693248746,0.42197353664662973,36.959698190406684,41.535573126710254,5.847125945250281,36.959698190406684,41.53557312671025,5.847125945250281,nan,-18.32116236316806,nan,-18.398334693248746,False,6.336082525079531,,5.941173235268471,5.282780787844893,0.0027254624712789166,-95.81424175472566,-10.13688344652229,-2.557345655046009,0.9937412963857026,1.0076231097716055,511.5955340582516
15,15300,0,8,5599,1.128869288541107,-0.3938876520196174,16.580658485959404,17.23296848972743,1.0393416223077272,0.0,-151.74982907125673,-151.74982907125673,37.71121516065949,42.32916903937905,5.971962651272341,36.83898875836546,41.26879722177723,5.827074544578981,37.71121516065948,42.32916903937904,5.97196265127234,36.838988758365474,41.26879722177725,5.827074544578983,-14.373977937107325,-14.43770468895502,0.9262618926945452,37.71121516065949,42.32916903937905,5.971962651272341,37.71121516065948,42.32916903937904,5.97196265127234,nan,-14.373977937107325,nan,-14.43770468895502,False,6.195282284743459,,1.128869288541107,-0.3938876520196174,0.0393416223077272,-151.74982907125673,-9.739290780879426,-2.694163356892997,1.0005829904676522,1.0009484349405313,557.1204827796286
16,16320,0,7,6845,3.1982156431430218,4.5832195983603246,17.517423289401446,17.519122747521497,1.0000970153025348,0.0,-118.5832439760601,-118.5832439760601,29.964228085251584,31.78380770757794,4.685087721802589,29.595986033194084,31.401574019303155,4.623917945713303,29.964228085251584,31.783807707577935,4.685087721802589,29.595986033194084,31.401574019303155,4.623917945713303,-16.494309849317418,-16.49724532703651,-0.555892124462213,29.964228085251584,31.78380770757794,4.685087721802589,29.964228085251584,31.783807707577935,4.685087721802589,nan,-16.494309849317418,nan,-16.49724532703651,False,4.94163630693034,align_margin=4.9,,,,,,,,,
16,16320,0,8,3931,0.3834831099377234,1.2953403493516988,16.829361705312785,16.35919223955319,0.97206254913333,0.0,-110.20900693918594,-110.20900693918594,37.308211893275534,41.192994905909444,5.905018586922846,37.089926768407494,40.44424852635491,5.868758599403239,37.30821189327554,41.19299490590946,5.905018586922848,37.08992676840748,40.444248526354905,5.868758599403237,-17.11807787805686,-17.121225429210185,-0.3200347340312102,37.308211893275534,41.192994905909444,5.905018586922846,37.30821189327554,41.19299490590946,5.905018586922848,nan,-17.11807787805686,nan,-17.121225429210185,False,5.938491858952229,align_margin=5.9,,,,,,,,,
16,16320,0,8,147,-5.602194077277662,-3.8670401077605705,17.389398761042482,17.360789259814872,0.9983547734098948,0.0,-111.10991476819294,-111.10991476819294,37.68582618629355,41.93877628667539,5.967745213670026,36.78754465704082,41.072371819271815,5.818529012797479,37.68582618629355,41.93877628667539,5.967745213670026,36.78754465704081,41.07237181927181,5.818529012797478,-17.05353881298344,-17.056822252549164,-2.0248029650686767,37.68582618629355,41.93877628667539,5.967745213670026,37.68582618629355,41.93877628667539,5.967745213670026,nan,-17.05353881298344,nan,-17.056822252549164,False,5.79430775423346,align_margin=5.8,,,,,,,,,
16,16320,0,7,1783,-1.62337231773175,-1.2387186488964637,19.166207112233533,19.12665198945751,0.9979362049807562,0.0,-117.99090407303204,-117.99090407303204,37.87061824400853,42.20984099892716,5.998441568772182,37.43574884638569,41.688835427293824,5.926204127306594,37.870618244008526,42.20984099892715,5.998441568772181,37.435748846385685,41.688835427293824,5.926204127306593,-16.60118989473957,-16.6041727903771,-0.7593974284432576,37.87061824400853,42.20984099892716,5.998441568772182,37.870618244008526,42.20984099892715,5.998441568772181,nan,-16.60118989473957,nan,-16.6041727903771,False,7.777094036762194,,-1.62337231773175,-1.2387186488964637,-0.002063795019243808,-117.99090407303204,-10.307140041379602,-3.127304078212493,1.0002216157840405,1.001310689228172,592.5177540015382
17,17340,0,7,7592,5.996743503464769,7.682154714775043,15.159585442516248,15.303118866048788,1.0094681628384103,0.0,-123.58940880446656,-123.58940880446656,30.39517222197325,32.508210427946906,4.75667312657363,29.823112784655876,31.677322664696106,4.661646641969415,30.395172221973255,32.50821042794691,4.756673126573631,29.823112784655876,31.677322664696106,4.661646641969415,-16.137768158695224,-16.14632278728925,-1.227682400767077,30.39517222197325,32.508210427946906,4.75667312657363,30.395172221973255,32.50821042794691,4.756673126573631,nan,-16.137768158695224,nan,-16.14632278728925,False,5.898855996082951,align_margin=5.9,,,,,,,,,
17,17340,0,8,3787,0.9090180405806889,0.28650837785560945,17.972707953591044,17.153057534513092,0.9543947177467944,0.0,-138.23920422906096,-138.23920422906096,37.51835248853039,41.195381839733386,5.939925662546577,37.25297506352193,41.678784102434264,5.895843033807631,37.5183524885304,41.19538183973339,5.939925662546578,37.25297506352193,41.678784102434264,5.895843033807631,-15.1774606895432,-15.185003964329852,0.47496490191953433,37.51835248853039,41.195381839733386,5.939925662546577,37.5183524885304,41.19538183973339,5.939925662546578,nan,-15.1774606895432,nan,-15.185003964329852,False,6.306631247880927,,0.9090180405806889,0.28650837785560945,-0.04560528225320559,-138.23920422906096,-9.989054220015054,-3.02715740712606,0.9922389226909125,1.0096839385319947,633.9895152702564
18,18360,0,8,3015,-6.223727755073472,-4.158873322568944,17.807498678861393,17.50304189584859,0.9829028889175653,0.0,-116.01552383601557,-116.01552383601557,37.29592102907527,41.90261605826585,5.902976915128782,37.165386464500266,41.974026568398756,5.8812934326412405,37.29592102907526,41.90261605826584,5.902976915128781,37.16538646450027,41.97402656839874,5.881293432641242,-16.71712617619835,-16.80118951227298,-2.3067371526971785,37.29592102907527,41.90261605826585,5.902976915128782,37.29592102907526,41.90261605826584,5.902976915128781,nan,-16.71712617619835,nan,-16.80118951227298,False,5.540274995398171,align_margin=5.5,,,,,,,,,
18,18360,0,8,3639,-4.560925841875294,-2.805712338618422,18.697580511818085,19.024999898253938,1.0175113237902038,0.0,-99.76266746008717,-99.76266746008717,38.13341763412224,41.7309299493419,6.042095952512001,37.89019435636939,42.207466507215685,6.001693414679302,38.133417634122225,41.73092994934187,6.042095952511998,37.89019435636939,42.20746650721569,6.001693414679302,-17.96810753445787,-18.05647076445872,-1.8766571094321516,38.13341763412224,41.7309299493419,6.042095952512001,38.133417634122225,41.73092994934187,6.042095952511998,nan,-17.96810753445787,nan,-18.05647076445872,False,6.943811313852246,,-4.560925841875294,-2.805712338618422,0.017511323790203814,-99.76266746008717,-11.597864364579012,-3.9997383119428696,0.9952796206750971,1.0066430309342103,663.9183155082826
19,19380,0,8,1725,4.908806569407178,6.526688435934178,16.108228411346598,16.846618283851555,1.0458392973857285,0.0,-119.53878919175567,-119.53878919175567,29.885404126509915,31.937080523971808,4.671994040948491,29.48189184518625,31.4685357629202,4.604965422788414,29.88540412650992,31.937080523971808,4.6719940409484915,29.481891845186254,31.468535762920204,4.604965422788414,-16.380886236409303,-16.45089900391869,-0.7645824926151621,29.885404126509915,31.937080523971808,4.671994040948491,29.88540412650992,31.937080523971808,4.6719940409484915,nan,-16.380886236409303,nan,-16.45089900391869,False,6.909309683646895,,4.908806569407178,6.526688435934178,0.04583929738572845,-119.53878919175567,-9.871633601281419,-1.7304721645807901,1.0032636314150611,0.9989218001102858,699.7799522658092
20,20400,0,8,3807,0.2826117707615699,0.11684648045709597,18.155562789508114,17.479093790252886,0.9627404004437609,0.0,-151.68702854686808,-151.68702854686808,37.85805207332033,42.24255269400808,5.996354165003378,37.438670713408484,41.51213016202248,5.926689487277158,37.85805207332036,42.24255269400811,5.996354165003383,37.43867071340848,41.51213016202248,5.926689487277156,-14.404103096240235,-14.375651742514242,1.2362252722865135,37.85805207332033,42.24255269400808,5.996354165003378,37.85805207332036,42.24255269400811,5.996354165003383,nan,-14.404103096240235,nan,-14.375651742514242,False,6.252031089552553,,0.2826117707615699,0.11684648045709597,-0.03725959955623914,-151.68702854686808,-9.773041250607813,-1.6895317544751458,0.996721921212785,1.0056872787299804,745.2860608298697
21,21420,0,8,555,2.376993664486153,0.985348468492814,17.948450916300576,17.911761523603495,0.9979558462806526,0.0,-152.22557591509135,-152.22557591509135,37.6805265059148,41.904752672417295,5.96686486809216,37.471248836956114,42.160181082921966,5.932101135706996,37.6805265059148,41.904752672417295,5.96686486809216,37.471248836956114,42.160181082922,5.932101135706996,-14.369775717878301,-14.416227739253547,1.1562157276331848,37.6805265059148,41.904752672417295,5.96686486809216,37.6805265059148,41.904752672417295,5.96686486809216,nan,-14.369775717878301,nan,-14.416227739253547,False,7.022723128029524,,2.376993664486153,0.985348468492814,-0.002044153719347408,-152.22557591509135,-8.938357308312392,-1.3466100816386333,0.9963653669688647,1.0060477770374168,790.9537336043971
22,22440,0,7,1915,-7.641234871065686,-6.517587138899282,18.039236054037545,18.41632539582776,1.020903842084034,0.0,-100.31066943082118,-100.31066943082118,37.33003310553751,41.12633120552587,5.908643373012876,37.297103102027044,41.723554051570844,5.903173272761968,37.33003310553751,41.12633120552588,5.908643373012876,37.297103102027044,41.72355405157085,5.903173272761968,-17.95892876326039,-18.02473450604889,-0.7878800392915029,37.33003310553751,41.12633120552587,5.908643373012876,37.33003310553751,41.12633120552588,5.908643373012876,nan,-17.95892876326039,nan,-18.02473450604889,False,8.10734760102917,,-7.641234871065686,-6.517587138899282,0.020903842084033952,-100.31066943082118,-11.62254555243927,-3.6140525934965053,1.0000102432194604,1.0024428379395098,821.0469344336435
23,23460,0,7,5171,7.327522346985804,7.5010606824084265,16.113203113519667,16.343624914719488,1.0143001859764609,0.0,-129.0603119287629,-129.0603119287629,36.87955537333539,40.519509466842756,5.833813184939435,36.705361833824874,40.52966190776158,5.804877381034033,36.87955537333539,40.519509466842734,5.833813184939435,36.705361833824874,40.52966190776158,5.804877381034033,-15.74527970464398,-15.764021359105138,0.17460759048137842,36.87955537333539,40.519509466842756,5.833813184939435,36.87955537333539,40.519509466842734,5.833813184939435,nan,-15.74527970464398,nan,-15.764021359105138,False,5.817622252745143,align_margin=5.8,,,,,,,,,
23,23460,0,8,155,-5.1339102973106545,-3.2395275020622654,18.74240974239985,18.333430913987165,0.9781789623621622,0.0,-129.31692498261427,-129.31692498261427,37.759422325225714,42.06493676991254,5.979970485917893,37.25377958923021,41.79471384840649,5.8959766759518635,37.75942232522572,42.06493676991252,5.979970485917894,37.25377958923021,41.794713848406495,5.8959766759518635,-15.766861851809516,-15.785351147014799,-1.2619177099282313,37.759422325225714,42.06493676991254,5.979970485917893,37.75942232522572,42.06493676991252,5.979970485917894,nan,-15.766861851809516,nan,-15.785351147014799,False,6.312611821610126,,-5.1339102973106545,-3.2395275020622654,-0.021821037637837826,-129.31692498261427,-13.419395750967078,-4.745124194598823,0.9961915225172453,1.006356242494476,859.8420119284278
24,24480,0,8,6867,-2.120770338220206,-1.8306173220800974,17.508856611666868,17.476000394715278,0.9981234515947948,0.0,-98.15017217011679,-98.15017217011679,37.140787171923506,40.99037612861495,5.877207171415866,37.38198350302611,41.7903683827419,5.9172730071471955,37.14078717192351,40.99037612861497,5.877207171415867,37.38198350302611,41.790368382741924,5.9172730071471955,-18.136577171711522,-18.205671203551365,-0.9878173807222386,37.140787171923506,40.99037612861495,5.877207171415866,37.14078717192351,40.99037612861497,5.877207171415867,nan,-18.136577171711522,nan,-18.205671203551365,False,6.1445222682524285,,-2.120770338220206,-1.8306173220800974,-0.0018765484052052361,-98.15017217011679,-14.164503093881876,-5.381793433257171,0.995864377234995,1.0066873471637514,889.2870635794628
