iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,skew_phase_ps,skew_diff_route_ps,skew_centroid_ps,skew_source,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,frame_sha1,rejected,offset_error_a,offset_error_b,gain_error,skew_error_ps,skew_batch_n,offset_a_state,offset_b_state,gain_corr_a,gain_corr_b,skew_cmd_ps,skew_batch_used,skew_batch_mean_ps,skew_batch_se_ps,skew_batch_error_ps,skew_action,skew_step_codes,skew_code
7,7140,0,8,532,0.19560865883252157,-0.5494292378743985,16.569652316428606,17.380956679303022,1.048963270162888,0.0,-47.36088967991041,-47.36088967991041,-47.36088967991041,-56.6005966430198,92.64456364247118,phase,36.912067110641914,41.65290618570638,5.839213805754471,37.43157902600317,42.13689862575917,5.925511466113484,36.9120671106419,41.652906185706364,5.839213805754469,37.43157902600317,42.13689862575916,5.925511466113484,-23.395966960883104,-22.911560638644527,0.6616933818680522,36.912067110641914,41.65290618570638,5.839213805754471,36.9120671106419,41.652906185706364,5.839213805754469,nan,-23.395966960883104,nan,-22.911560638644527,False,6.760241745678696,f9ee33d867d482bb,,0.19560865883252157,-0.5494292378743985,0.04896327016288793,-47.36088967991041,8,-7.837483261243521,-11.270063012552322,1.0059392155177485,0.9964146732533022,0.0,,,,,,,
8,8160,0,7,92,-4.8218603381997704,-3.8803884505489954,17.989940668557455,18.65250881830882,1.036829924120283,0.0,-39.96963101880048,-39.96963101880048,-39.96963101880048,-40.55566757784724,68.17707283616689,phase,37.09163034957583,41.540104548420054,5.8690415863082785,37.4649009413353,42.91533860517744,5.931046667995898,37.09163034957583,41.54010454842006,5.8690415863082785,37.46490094133528,42.915338605177396,5.931046667995894,-25.31547296751715,-25.726683299834114,-0.7756225330570317,37.09163034957583,41.540104548420054,5.8690415863082785,37.09163034957583,41.54010454842006,5.8690415863082785,nan,-25.31547296751715,nan,-25.726683299834114,False,6.225796699974767,d1b83f60f54f33f3,,-4.8218603381997704,-3.8803884505489954,0.036829924120282964,-39.96963101880048,9,-9.515170235104362,-12.633085852488854,1.012422731888747,0.9902206695000891,0.0,,,,,,,
9,9180,0,7,2159,8.50823800712175,6.065923854167375,18.152821914937885,18.479966884883808,1.0180217142810573,0.0,-47.245628867796455,-47.245628867796455,-47.245628867796455,-47.72654026193229,323.77118388078196,phase,37.04894223863715,40.80429992926038,5.861950537979594,37.71648419176488,41.4904847488149,5.972837905608785,37.04894223863715,40.804299929260395,5.861950537979594,37.71648419176489,41.49048474881492,5.972837905608786,-23.583499880323867,-24.57069115031619,2.149422286793511,37.04894223863715,40.80429992926038,5.861950537979594,37.04894223863715,40.804299929260395,5.861950537979594,nan,-23.583499880323867,nan,-24.57069115031619,False,7.5338268198118765,5a21ac8d47b3354e,,8.50823800712175,6.065923854167375,0.018021714281057255,-47.245628867796455,10,-6.573826457750451,-10.48904522159553,1.0156157106997528,0.9871529962836414,0.0,,,,,,,
10,10200,0,7,4219,-6.825316407610824,-5.0139819257535425,17.633934143268558,18.007910295908033,1.0212077548663316,0.0,-47.33766942019364,-47.33766942019364,-47.33766942019364,-47.3519385261206,96.9436900788072,phase,37.30926820823852,41.822940793681724,5.905194054524672,37.020718007018914,40.54191615562423,5.85726212741178,37.30926820823852,41.822940793681724,5.905194054524672,37.02071800701891,40.54191615562422,5.857262127411779,-23.48524718105552,-24.51746993304166,-1.183931375040392,37.30926820823852,41.822940793681724,5.905194054524672,37.30926820823852,41.822940793681724,5.905194054524672,nan,-23.48524718105552,nan,-24.51746993304166,False,6.276426387533169,87bca34c089b0d64,,-6.825316407610824,-5.0139819257535425,0.02120775486633164,-47.33766942019364,11,-8.92595701017946,-12.266777427869968,1.0193850232801631,0.983565403782828,0.0,,,,,,,
11,11220,0,7,4091,8.111173438722656,10.111302481146065,17.459331386506122,17.26756261630593,0.9890162592166385,0.0,-46.4632554587687,-46.4632554587687,-46.4632554587687,-50.83041887043719,208.75792462536543,phase,37.17570613501282,41.09075811000322,5.883007663623392,37.44735981019045,41.66277508001734,5.928132858835624,37.17570613501282,41.09075811000323,5.883007663623392,37.44735981019046,41.66277508001735,5.9281328588356255,-24.49742891323648,-23.802360413351423,-1.331213899572159,37.17570613501282,41.09075811000322,5.883007663623392,37.17570613501282,41.09075811000323,5.883007663623392,nan,-24.49742891323648,nan,-23.802360413351423,False,6.916868233016089,2711892950658673,,8.111173438722656,10.111302481146065,-0.010983740783361506,-46.4632554587687,12,-6.141032140067162,-8.66868841946222,1.017425607630687,0.985476964673908,0.0,,,,,,,
12,12240,0,7,2567,2.830324688748782,1.762643155508587,17.806845148995542,17.922773849441377,1.0065103447284358,0.0,-46.90580894198877,-46.90580894198877,-46.90580894198877,-46.902650992558385,118.09999718958892,phase,37.11217659500755,41.26890022528299,5.872454583888298,37.45436225784357,40.89987768534846,5.9292960561201955,37.112176595007554,41.268900225283005,5.872454583888299,37.45436225784356,40.89987768534844,5.929296056120194,-23.644525811918967,-24.66414043217961,0.8704822452424386,37.11217659500755,41.26890022528299,5.872454583888298,37.112176595007554,41.268900225283005,5.872454583888299,nan,-23.644525811918967,nan,-24.66414043217961,False,7.224545637842067,61ea0a488158bcf2,,2.830324688748782,1.762643155508587,0.006510344728435813,-46.90580894198877,13,-5.167384893887711,-8.042671651396875,1.0185847711328992,0.9843614628917123,0.0,,,,,,,
13,13260,0,7,3332,2.6815380297751608,2.4674741995153573,17.949779886773356,18.569267789929583,1.034512284109551,0.0,-46.06643786308899,-46.06643786308899,-46.06643786308899,-46.133111486319635,-19.611393781491582,phase,37.32158532530857,42.078621136422576,5.90724008726056,37.60922206433096,43.729176278569156,5.9550202764669375,37.32158532530857,42.078621136422576,5.90724008726056,37.609222064330964,43.72917627856915,5.955020276466938,-23.69431361710945,-24.75342774625926,0.7167736355011041,37.32158532530857,42.078621136422576,5.90724008726056,37.32158532530857,42.078621136422576,5.90724008726056,nan,-23.69431361710945,nan,-24.75342774625926,False,6.208153983400835,51afef8c0efbb334,,2.6815380297751608,2.4674741995153573,0.034512284109551095,-46.06643786308899,14,-4.245970852543428,-7.165335426456322,1.0247366663598243,0.9786146017628139,0.0,,,,,,,
14,14280,0,7,7247,0.6929189364198529,0.941392804222797,16.474006099064944,17.207905618698735,1.0445489406292892,0.0,-39.72842732867083,-39.72842732867083,-39.72842732867083,-43.30536297707229,359.44845816987146,phase,37.25120969322994,41.45440582930198,5.895549782928562,37.34450455785435,41.34946876823023,5.911047268746571,37.25120969322992,41.454405829301955,5.895549782928558,37.34450455785436,41.34946876823023,5.911047268746572,-25.072128359375583,-25.245044841115735,0.014998436472531351,37.25120969322994,41.45440582930198,5.895549782928562,37.25120969322992,41.454405829301955,5.895549782928558,nan,-25.072128359375583,nan,-25.245044841115735,False,6.5106113419790015,5233dd07cf6f94f6,,0.6929189364198529,0.941392804222797,0.04454894062928916,-39.72842732867083,15,-4.00930358405536,-6.828647744825104,1.0327255796191301,0.9713106427360986,0.0,,,,,,,
15,15300,0,8,1283,0.49090912419056604,0.3044228189652016,18.453609763569133,17.31920512529146,0.9385266810769349,0.0,-45.315695047324276,-45.315695047324276,-45.315695047324276,-60.226955386320356,-19.810087880373683,phase,37.44625965652152,40.442949206513774,5.927950109056732,37.761805640026715,40.708201729526465,5.980366385386498,37.44625965652153,40.4429492065138,5.9279501090567335,37.76180564002672,40.708201729526465,5.9803663853865,-24.684640929730858,-22.48056801295665,0.42889598726880046,37.44625965652152,40.442949206513774,5.927950109056732,37.44625965652153,40.4429492065138,5.9279501090567335,nan,-24.684640929730858,nan,-22.48056801295665,False,7.526630033614616,02fbaf5a14ee21b5,,0.49090912419056604,0.3044228189652016,-0.06147331892306507,-45.315695047324276,16,-3.8429300605777437,-6.718952677202161,1.0216156925588418,0.9824442586158405,0.0,,,,,,,
16,16320,0,8,2716,6.287937141442559,5.3196858276731325,17.190434243568646,17.057640537473247,0.9922751395215581,0.0,-46.015263577195725,-46.015263577195725,-46.015263577195725,-51.3238228582345,-39.69707909470198,phase,36.92666842311935,41.40114534394982,5.841639272943414,37.20742177478839,42.10668768595759,5.888276042323654,36.926668423119374,41.40114534394986,5.841639272943418,37.20742177478839,42.10668768595758,5.888276042323654,-24.66727480879571,-23.85460798606886,0.6524837179542224,36.92666842311935,41.40114534394982,5.841639272943414,36.926668423119374,41.40114534394986,5.841639272943418,nan,-24.66727480879571,nan,-23.85460798606886,False,6.437533015074154,a86789d8c756e7db,,6.287937141442559,5.3196858276731325,-0.007724860478441897,-46.015263577195725,17,-1.6887168710831646,-4.823791681189215,1.0202346207885111,0.9837827158557647,0.0,,,,,,,
17,17340,0,7,6037,-5.30655873780025,-6.260195547663862,18.170170702967017,17.159396406522472,0.9443717776256502,0.0,-47.999911893428475,-47.999911893428475,-47.999911893428475,-48.168986820788284,-22.791867947358213,phase,29.462016749657884,31.321668313936975,4.601663911903303,29.773890566543294,31.509558554405995,4.653470193777956,29.462016749657884,31.32166831393697,4.601663911903303,29.773890566543297,31.509558554406002,4.653470193777957,-23.474920035299498,-24.501216498910523,0.10545965854315753,29.462016749657884,31.321668313936975,4.601663911903303,29.462016749657884,31.32166831393697,4.601663911903303,nan,-23.474920035299498,nan,-24.501216498910523,False,6.3806498266949045,2a478b315c141642,,-5.30655873780025,-6.260195547663862,-0.055628222374349834,-47.999911893428475,18,-3.5091761266165977,-7.050979053327994,1.0103026990756452,0.9939239175221999,0.0,,,,,,,
18,18360,0,8,3391,7.579322525923699,8.542141626222769,19.948138111379834,19.019325646674954,0.9534386387582198,0.0,-42.33092495091279,-42.33092495091279,-42.33092495091279,-42.3457148758269,-87.81542112701803,phase,37.96616952133303,42.50208682313293,6.014313873975587,37.89943906993607,42.127669048523366,6.00322908138473,37.96616952133303,42.502086823132935,6.014313873975587,37.899439069936065,42.12766904852337,6.003229081384729,-25.249787598545744,-25.581283050175834,-0.3960220145107307,37.96616952133303,42.50208682313293,6.014313873975587,37.96616952133303,42.502086823132935,6.014313873975587,nan,-25.249787598545744,nan,-25.581283050175834,False,6.869496396916879,def961fe311a626c,,7.579322525923699,8.542141626222769,-0.04656136124178023,-42.33092495091279,19,-0.8834651525685397,-4.042952466513123,1.0020705120119842,1.0024181493695712,0.0,,,,,,,
19,19380,0,8,5338,-6.774970186771388,-5.908052424878346,16.69609942753714,17.49959186680603,1.0481245600360811,0.0,-43.978592115334955,-43.978592115334955,-43.978592115334955,-45.12283355685836,194.57335854180968,phase,29.68264348863114,31.61010880910667,4.6383128718656375,29.382209024041423,30.73505671515082,4.588406814624821,29.68264348863114,31.61010880910667,4.6383128718656375,29.38220902404143,30.735056715150822,4.588406814624823,-24.87987091922988,-24.867846864103868,-0.7280887418057436,29.68264348863114,31.61010880910667,4.6383128718656375,29.68264348863114,31.61010880910667,4.6383128718656375,nan,-24.87987091922988,nan,-24.867846864103868,False,5.845870511363007,60696fb059615dd6,align_margin=5.8,,,,,,,,,,,,,,,,,
19,19380,0,8,4280,-1.6362450384814848,-1.6438607096750926,17.20812592736357,17.92053512296678,1.0413995805592269,0.0,-43.38111323989248,-43.38111323989248,-43.38111323989248,-44.772049287774934,30.27416107522176,phase,37.3635542052514,41.30436072111462,5.914211662001894,37.193252514882964,41.73001296777831,5.885922344664945,37.36355420525138,41.304360721114605,5.914211662001891,37.19325251488297,41.73001296777833,5.885922344664946,-25.047374602606737,-25.034460352635808,0.17196460785194811,37.3635542052514,41.30436072111462,5.914211662001894,37.36355420525138,41.304360721114605,5.914211662001891,nan,-25.047374602606737,nan,-25.034460352635808,False,6.785983847702627,f8636624093e56aa,,-1.6362450384814848,-1.6438607096750926,0.04139958055922688,-43.38111323989248,20,-1.45496761332718,-4.616915785860568,1.0093304393173956,0.9954444132089997,0.0,18,-44.13571748598096,0.7222935386279209,-44.13571748598096,move+1:OK,1,25
20,20400,0,7,3044,1.0818115254242693,1.2723949724945642,18.461849605918232,18.95833095037545,1.0268922862581473,0.0,-39.38465916349388,-39.38465916349388,-39.38465916349388,-40.885670253815555,171.13553881526647,phase,38.001823112839695,43.285536570222625,6.0202363974816775,37.371990444892035,42.89739286816649,5.915613030712963,38.0018231128397,43.28553657022262,6.020236397481678,37.37199044489203,42.897392868166484,5.915613030712962,-24.84291182653278,-25.74680711089683,0.04205570969692657,38.001823112839695,43.285536570222625,6.0202363974816775,38.0018231128397,43.28553657022262,6.020236397481678,nan,-24.84291182653278,nan,-25.74680711089683,False,5.14487935453646,cc351905309b5a99,align_margin=5.1,,,,,,,,,,,,,,,,,
20,20400,0,8,1988,-8.881181703478347,-9.492007854805587,19.20556217090875,19.747423628163542,1.0282137774688818,0.0,-34.04405140413319,-34.04405140413319,-34.04405140413319,-34.037475881209886,442.67128665812663,phase,37.199759249499806,41.32518112374535,5.887003197591331,37.53871754642751,42.34712432118366,5.943308562529488,37.199759249499806,41.32518112374535,5.887003197591331,37.53871754642749,42.34712432118365,5.943308562529484,-27.04731221170161,-27.55964923297489,0.5824093211053913,37.199759249499806,41.32518112374535,5.887003197591331,37.199759249499806,41.32518112374535,5.887003197591331,nan,-27.04731221170161,nan,-27.55964923297489,False,7.882711286596023,8f5b7eb3d83fd9b5,,-8.881181703478347,-9.492007854805587,0.028213777468881762,-34.04405140413319,1,-4.5346464530138375,-7.954322380440992,1.014313918588703,0.9906643583603281,0.0,,,,,,,
21,21420,0,8,647,0.325470607189651,0.8703541838017852,17.415523239428197,17.455843644616305,1.0023151991837274,0.0,-38.09279695201433,-38.09279695201433,-38.09279695201433,-39.70673705193861,99.70566684093394,phase,37.03983741300745,41.18130281908763,5.860438108472999,37.29475547293189,41.38785322568268,5.902783301151477,37.039837413007454,41.18130281908765,5.860438108473,37.294755472931904,41.38785322568271,5.90278330115148,-26.33451488138602,-26.09635845279456,-0.5886942202546148,37.03983741300745,41.18130281908763,5.860438108472999,37.039837413007454,41.18130281908765,5.860438108473,nan,-26.33451488138602,nan,-26.09635845279456,False,6.02631860299824,7a42b1c859d39a23,,0.325470607189651,0.8703541838017852,0.0023151991837273567,-38.09279695201433,2,-4.422339295999886,-7.646827756495083,1.014724877871066,0.9902639080526345,0.0,,,,,,,
22,22440,0,7,843,-0.060626241278323,-1.594546433681384,19.038111960325306,19.76167523637396,1.038006041647225,0.0,-39.77597132562336,-39.77597132562336,-39.77597132562336,-39.91484306475873,121.29117611566953,phase,37.80525915296787,41.616329383181196,5.987584576904963,37.08437615478123,41.136834700659186,5.867836570561667,37.80525915296788,41.616329383181174,5.987584576904964,37.084376154781225,41.13683470065918,5.867836570561666,-24.76316452724806,-25.965272449272323,1.1088069942146968,37.80525915296787,41.616329383181196,5.987584576904963,37.80525915296788,41.616329383181174,5.987584576904964,nan,-24.76316452724806,nan,-25.965272449272323,False,6.908635301574237,9927c4e34fc24e92,,-0.060626241278323,-1.594546433681384,0.038006041647224986,-39.77597132562336,3,-4.4432505645714535,-8.21040605845095,1.0214738711656135,0.9839187600296936,0.0,,,,,,,
23,23460,0,8,1156,-5.003211148562582,-2.8732123390533473,18.232207839952125,17.422539233000904,0.9555913022680117,0.0,-38.804745099541435,-38.804745099541435,-38.804745099541435,-44.87740355444123,144.23384538020767,phase,37.22622855277424,41.66732933739592,5.891400091822963,37.66511875719628,42.844933467280235,5.964305441394732,37.22622855277423,41.6673293373959,5.8914000918229625,37.66511875719629,42.84493346728024,5.964305441394734,-26.03845540052621,-24.934943304340266,-1.7309494703154953,37.22622855277424,41.66732933739592,5.891400091822963,37.22622855277423,41.6673293373959,5.8914000918229625,nan,-26.03845540052621,nan,-24.934943304340266,False,7.944461628028045,0dbc04c8f5565a7f,,-5.003211148562582,-2.8732123390533473,-0.0444086977319883,-38.804745099541435,4,-6.157561572839026,-9.232466374323291,1.013535464398113,0.9919206603955456,0.0,,,,,,,
24,24480,0,8,7188,4.829033321505978,5.128958612686267,18.271408627557786,17.892835184985746,0.9792805551947944,0.0,-34.97241384076877,-34.97241384076877,-34.97241384076877,-35.571611863306714,-9.168157218244488,phase,37.58066605729265,41.90191051535625,5.9502767537031,37.58273362650401,42.261566993227326,5.950620203738208,37.580666057292646,41.90191051535625,5.950276753703098,37.58273362650402,42.26156699322733,5.950620203738211,-26.876313772182616,-27.059637148298844,-0.47236368877146795,37.58066605729265,41.90191051535625,5.9502767537031,37.580666057292646,41.90191051535625,5.950276753703098,nan,-26.876313772182616,nan,-27.059637148298844,False,6.673169357703088,6528a33644448e3f,,4.829033321505978,5.128958612686267,-0.0207194448052056,-34.97241384076877,5,-4.48997151615483,-7.4227092172091815,1.009860483278388,0.9955933647307922,0.0,,,,,,,
25,25500,0,7,1492,-1.6983762477312072,-1.5242190104560436,17.002469150077697,15.944211090685638,0.9377585661205435,0.0,-39.41875212151844,-39.41875212151844,-39.41875212151844,-40.88313305987351,-106.92065525902697,phase,37.09253569056676,40.38203042616595,5.869191975177204,37.16463289173866,40.602906574437554,5.881168254441639,37.09253569056675,40.38203042616594,5.869191975177202,37.164632891738655,40.60290657443754,5.881168254441638,-24.777964445798005,-25.69507056199917,0.2060255622631857,37.09253569056676,40.38203042616595,5.869191975177204,37.09253569056675,40.38203042616594,5.869191975177202,nan,-24.777964445798005,nan,-25.69507056199917,False,7.478388057213219,e4d93512aa6d9b10,,-1.6983762477312072,-1.5242190104560436,-0.062241433879456465,-39.41875212151844,6,-5.0785990508972265,-7.958547113039139,0.9988608294913346,1.0071573782664538,0.0,,,,,,,
26,26520,0,7,1872,2.214989947562938,3.9830655298424325,16.7326931719999,17.28451198931819,1.0329784818048113,0.0,-32.28937025426152,-32.28937025426152,-32.28937025426152,-41.14767750466815,16.586998965225558,phase,36.86342521909755,41.48507197062813,5.831133757325175,36.67363077405784,41.550883832989285,5.799606440873396,36.863425219097536,41.48507197062811,5.831133757325173,36.67363077405785,41.55088383298928,5.799606440873397,-26.661887055567604,-25.790550669616415,-1.2920524658340513,36.86342521909755,41.48507197062813,5.831133757325175,36.863425219097536,41.48507197062811,5.831133757325173,nan,-26.661887055567604,nan,-25.790550669616415,False,7.318811801527254,53d1fda6ee487d69,,2.214989947562938,3.9830655298424325,0.03297848180481133,-32.28937025426152,7,-4.302468424129312,-6.574381176783609,1.0046254893872455,1.001530406044584,0.0,,,,,,,
