iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,tone_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,skew_phase_ps,skew_diff_route_ps,skew_centroid_ps,skew_source,skew_used_ps,skew_observable,gain_mag_ratio,skew_slope_ps,skew_fold_ps,phase_a_samples,phase_b_samples,dither_peak_a_codes,dbc_ab_coherent,dbc_ab_coherent_cal,snr_dither_db,snr_dither_db_cal,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,frame_sha1,rejected,offset_error_a,offset_error_b,gain_error,gain_source,skew_error_ps,skew_batch_n,offset_a_state,offset_b_state,gain_corr_a,gain_corr_b,skew_cmd_ps,skew_batch_used,skew_batch_mean_ps,skew_batch_se_ps,skew_batch_error_ps,skew_action,skew_step_codes,skew_code
10,10200,0,8,6450,-4.380873167431881,-2.2028533325206276,260.42520454976295,250.68884597229732,0.96261360879298,1.2394673566317045,0.0,-267.6351535032604,-267.6351535032604,-267.6351535032604,-402.0813877545687,138.27748370048838,phase,-198.57844114382277,dither_phase,0.9905093149349942,-198.57844114382277,-69.32355075591721,-0.29757189957843455,-0.5557238730654042,283.125,-14.574027748723733,-14.50245821825938,7.060063057397872,7.432298375015622,-5.6600534154744375,5.430483209720961,-1.232567012537282,-8.601589102418448,0.21175698652940106,-1.7211942030595428,-5.660053415474438,5.430483209720961,-1.232567012537282,-8.60158910241845,0.2117569865293992,-1.721194203059543,-6.641990431647498,-6.670024433373659,-1.8307867915095857,-5.6600534154744375,5.430483209720961,-1.232567012537282,-5.660053415474438,5.430483209720961,-1.232567012537282,nan,-6.641990431647498,nan,-6.670024433373659,False,15.44457651173895,b65c71c5e98dd417,,-4.380873167431881,-2.2028533325206276,-0.009490685065005833,dither_mag,-267.6351535032604,11,-6.821713516201719,-9.733559118131256,0.9992565674265101,1.0008010760860533,0.0,,,,,,,
11,11220,0,8,2638,0.07166020203782182,-0.01645405226603691,259.7076238457487,250.70080814582192,0.9653194020007811,1.3343638609455803,0.0,-115.37311828618242,-115.37311828618242,-115.37311828618242,-327.9841961951843,130.09129849270684,phase,-207.90455931464209,dither_phase,0.9861681209505997,-207.90455931464209,-68.90753169409703,-0.3307184878194761,-0.6009944149285108,285.0,-14.46870805274487,-14.524198857115206,6.373126258786153,7.147044371262621,-6.175819203100023,3.9065220982846456,-1.318242392541532,-9.30288310656568,0.03459848404777355,-1.8376882236820067,-6.175819203100024,3.9065220982846443,-1.3182423925415323,-9.30288310656568,0.03459848404777355,-1.8376882236820067,-4.774640448654085,-4.7422052216523305,-0.7106550035950228,-6.175819203100023,3.9065220982846456,-1.318242392541532,-6.175819203100024,3.9065220982846443,-1.3182423925415323,nan,-4.774640448654085,nan,-4.7422052216523305,False,16.97378231727109,deac3dc06e545746,,0.07166020203782182,-0.01645405226603691,-0.013831879049400309,dither_mag,-115.37311828618242,12,-6.796613785531115,-9.739313426785314,0.9968377881300167,1.0032575719410683,0.0,,,,,,,
12,12240,0,8,6758,8.868480807815864,8.215990704421017,260.6543478106221,253.62806683714422,0.9730436839726809,1.6747574664792506,0.0,-342.5148113451879,-342.5148113451879,-342.5148113451879,-752.6563532359413,140.300582001188,phase,-188.235838294831,dither_phase,1.0026847752364072,-188.235838294831,-76.27814449226412,-0.2823362486435773,-0.5270428384268576,281.0,-14.753500692093253,-14.732402397607114,7.300604869293032,6.29406641465398,-6.267442907766948,3.879965077453058,-1.3334622770376992,-8.016827893704846,1.2105803700782398,-1.624057789651968,-6.267442907766946,3.8799650774530585,-1.333462277037699,-8.016827893704846,1.210580370078239,-1.624057789651968,-5.050667472386206,-4.932906408873921,0.5893035428407405,-6.267442907766948,3.879965077453058,-1.3334622770376992,-6.267442907766946,3.8799650774530585,-1.333462277037699,nan,-5.050667472386206,nan,-4.932906408873921,False,15.904600881927351,9d6b34fa6694ed05,,8.868480807815864,8.215990704421017,0.0026847752364071997,dither_mag,-342.5148113451879,13,-3.68279896059522,-6.873053727410457,0.9973061380764668,1.0027874678749686,0.0,,,,,,,
13,13260,0,8,1138,0.7474466703456073,0.7919217143058328,261.13482466101783,251.81061461762928,0.964293502195686,1.4835647683339979,0.0,-198.1562594557539,-198.1562594557539,-198.1562594557539,-493.49793555103855,135.0558551797559,phase,-198.06284047431754,dither_phase,1.000097498659179,-198.06284047431754,-74.43713553631365,-0.3057993939487955,-0.5632810865654083,284.625,-14.690441493492434,-14.748331511152625,7.182207059052649,7.3775677613163335,-6.522845145799544,3.012446198234338,-1.3758878979733464,-8.772366272081277,0.8944279468015139,-1.7495625036679863,-6.522845145799543,3.0124461982343393,-1.3758878979733462,-8.772366272081278,0.8944279468015139,-1.7495625036679865,-5.628707904027709,-5.5187020909589855,1.0175420270309425,-6.522845145799544,3.012446198234338,-1.3758878979733464,-6.522845145799543,3.0124461982343393,-1.3758878979733462,nan,-5.628707904027709,nan,-5.5187020909589855,False,19.357556272493063,cfb5c868b0635da2,,0.7474466703456073,0.7919217143058328,9.749865917907385e-05,dither_mag,-198.1562594557539,14,-3.4204859910535603,-6.59665158948346,0.9973231543784362,1.0027703597171183,0.0,,,,,,,
14,14280,0,8,4142,-0.41174221367920916,-0.8222868139204328,258.8400322818641,252.7322616547919,0.9764032998557921,1.3366118689376485,0.0,-284.7088509466262,-284.7088509466262,-284.7088509466262,-452.85277852109584,129.2163029730443,phase,-198.02914221446477,dither_phase,1.0109022685535414,-198.02914221446477,-67.23947738720268,-0.3281086920210619,-0.5855465768998661,283.4375,-14.72049258701528,-14.71570137489101,6.78408570824015,6.842233903706721,-6.238211700213251,4.099393290787972,-1.3286065947198091,-8.984792855561883,0.40060922816460987,-1.7848493115551303,-6.238211700213252,4.099393290787973,-1.3286065947198094,-8.984792855561881,0.40060922816461164,-1.7848493115551298,-5.570338322053358,-5.461915213320187,0.249572961847486,-6.238211700213251,4.099393290787972,-1.3286065947198091,-6.238211700213252,4.099393290787973,-1.3286065947198094,nan,-5.570338322053358,nan,-5.461915213320187,False,16.378872219728503,0999b7f81c2d617f,,-0.41174221367920916,-0.8222868139204328,0.010902268553541372,dither_mag,-284.7088509466262,15,-3.5649825608514782,-6.883656866497571,0.9992259442295836,1.0008778102418938,0.0,,,,,,,
15,15300,0,8,998,-3.9985865791416813,-6.054986934798498,262.08060510694185,252.73929626068545,0.9643571150850911,1.498108920855572,0.0,-225.31639979690206,-225.31639979690206,-225.31639979690206,-525.991975428291,135.96148372920234,phase,-207.72941942330144,dither_phase,0.9929518486841297,-207.72941942330144,-72.11487014724018,-0.32046977910905633,-0.5905180243593482,283.625,-14.421723105685341,-14.455597797248867,6.629639499308293,7.108889962028472,-5.664640537226907,4.486639043490062,-1.233328992894835,-8.903007029167577,0.5647588646104128,-1.7712636261075712,-5.664640537226907,4.486639043490061,-1.233328992894835,-8.903007029167577,0.5647588646104136,-1.7712636261075712,-3.7604137753328604,-3.7312363573884437,0.8933112647326942,-5.664640537226907,4.486639043490062,-1.233328992894835,-5.664640537226907,4.486639043490061,-1.233328992894835,nan,-3.7604137753328604,nan,-3.7312363573884437,False,18.571048852436512,d03f13bc6a88e27f,,-3.9985865791416813,-6.054986934798498,-0.007048151315870332,dither_mag,-225.31639979690206,16,-4.965571997886788,-9.001043629890088,0.9979934724901907,1.0021210822054942,0.0,,,,,,,
16,16320,0,8,5194,-3.5273360750955285,-3.673398124571927,261.235800301384,253.1580898571123,0.9690788535302107,1.3704776413054236,0.0,-238.13804753795355,-238.13804753795355,-238.13804753795355,-440.8522409154446,128.46237865555628,phase,-183.85255583056053,dither_phase,1.0044752582789649,-183.85255583056053,-69.2507679311409,-0.28693563308821957,-0.5259439556679483,282.125,-14.79533702278551,-14.900830808683592,6.13673205698815,7.012245265044533,-5.826544095618904,4.037588065351001,-1.2602232716974924,-8.4558582078045,0.8745872769539713,-1.6969864132565615,-5.826544095618905,4.037588065351002,-1.2602232716974926,-8.4558582078045,0.8745872769539713,-1.6969864132565615,-3.7713258359062767,-3.7098334050324238,-0.4864203114983523,-5.826544095618904,4.037588065351001,-1.2602232716974924,-5.826544095618905,4.037588065351002,-1.2602232716974926,nan,-3.7713258359062767,nan,-3.7098334050324238,False,15.300903672194387,f2b4b1c74ef81db6,,-3.5273360750955285,-3.673398124571927,0.004475258278964889,dither_mag,-238.13804753795355,17,-6.202621798626411,-10.284011692761887,0.9987750712364607,1.0013397475128547,0.0,,,,,,,
17,17340,0,7,2918,-4.104843893350087,-5.577617575177279,260.66158607889776,253.1923879740586,0.9713452288187245,1.980868437054692,0.0,-387.94034802359135,-387.94034802359135,-387.94034802359135,-1038.3341932208132,136.118917474207,phase,-188.06232070261746,dither_phase,1.0122863930367434,-188.06232070261746,-73.59026699935124,-0.28482895424692983,-0.5293099711603325,282.0,-14.777293195501098,-14.766856550005862,6.109110840491569,6.808793057169468,-5.282139919569346,4.388833912336647,-1.1697906843138448,-8.41731795101001,1.3413977863804691,-1.6905843772441878,-5.282139919569345,4.388833912336649,-1.1697906843138448,-8.41731795101001,1.3413977863804691,-1.6905843772441878,-6.407839979922063,-6.359357278127885,-0.30406526364435305,-5.282139919569346,4.388833912336647,-1.1697906843138448,-5.282139919569345,4.388833912336649,-1.1697906843138448,nan,-6.407839979922063,nan,-6.359357278127885,False,13.525241203432781,bf28fdf2a0cc3eaa,,-4.104843893350087,-5.577617575177279,0.012286393036743393,dither_mag,-387.94034802359135,18,-7.641079169107169,-12.233565933628558,1.0009225562755504,0.9992128796496396,0.0,,,,,,,
18,18360,0,7,3446,5.195868231771504,7.028029670746582,260.0771606424191,250.4014753415274,0.9627968666030048,1.4561818629005163,0.0,-178.4602936084706,-178.4602936084706,-178.4602936084706,-402.7177083309426,134.08068266261722,phase,-194.88643344054066,dither_phase,1.0005947640125692,-194.88643344054066,-73.9254674990712,-0.2819118334409594,-0.5352641969136622,281.2857142857143,-14.544492317362776,-14.438947384809367,6.946113864440452,6.214692535209502,-5.401826698918075,4.559281513562342,-1.189672209122604,-8.261558252530667,1.0295754563612767,-1.6647106731778518,-5.401826698918076,4.559281513562344,-1.189672209122604,-8.26155825253067,1.029575456361276,-1.664710673177852,-5.474455703764417,-5.506661075305733,-2.488433896021766,-5.401826698918075,4.559281513562342,-1.189672209122604,-5.401826698918076,4.559281513562344,-1.189672209122604,nan,-5.474455703764417,nan,-5.506661075305733,False,15.313715807917978,ccba87b6d4cde276,,5.195868231771504,7.028029670746582,0.0005947640125691933,dither_mag,-178.4602936084706,19,-5.824201459919661,-9.771817856858569,1.0010267360008227,0.9991089396935855,0.0,,,,,,,
19,19380,0,8,4686,-2.553417536772283,-3.1628613294409487,261.7524936391614,252.0551155536636,0.9629521081129943,1.5975630413705975,0.0,-245.83948413584775,-245.83948413584775,-245.83948413584775,-616.205917121797,128.13298238048137,phase,-197.65299135988934,dither_phase,0.9907132906642897,-197.65299135988934,-67.53795895336971,-0.3230493879447136,-0.5799982767125698,282.875,-14.85055997204662,-14.842204594428441,6.681349973848478,7.27224463288303,-6.2614293538662045,4.114113603483258,-1.3324633478183066,-8.745457876303856,0.19555990744687587,-1.7450926704823682,-6.261429353866204,4.1141136034832595,-1.3324633478183063,-8.745457876303856,0.19555990744687496,-1.7450926704823682,-5.354608261357097,-5.393971411199995,0.22239816055113693,-6.2614293538662045,4.114113603483258,-1.3324633478183066,-6.261429353866204,4.1141136034832595,-1.3324633478183063,nan,-5.354608261357097,nan,-5.393971411199995,False,17.614436280304677,e2fa6a23cbf7f45c,,-2.553417536772283,-3.1628613294409487,-0.009286709335710297,dither_mag,-245.83948413584775,20,-6.7169809489477785,-10.879806606958068,0.9993998932422827,1.0007478861182357,0.0,20,-196.82366294589616,2.0207966493851974,-196.82366294589616,move+1:OK,1,25
20,20400,0,8,3122,-0.41610252850611007,0.7470315506236982,260.3335868101113,252.2910602279795,0.9691068421839936,1.5476804673745943,0.0,-199.59572653913864,-199.59572653913864,-199.59572653913864,-539.7008434648033,123.74767661445784,phase,-173.52727910562893,dither_phase,1.0016861839732631,-173.52727910562893,-66.34393271859791,-0.29210552078375995,-0.5176909836210776,283.875,-15.51544690916159,-15.482379347899043,6.979782366228821,7.127954480491909,-5.587801268032289,4.8872703102111545,-1.220564994689749,-8.121771306779781,1.3860856703212514,-1.6414902502956448,-5.58780126803229,4.887270310211153,-1.2205649946897492,-8.121771306779781,1.386085670321253,-1.6414902502956448,-5.263286596271213,-5.238632933610065,-1.7952869100208235,-5.587801268032289,4.8872703102111545,-1.220564994689749,-5.58780126803229,4.887270310211153,-1.2205649946897492,nan,-5.263286596271213,nan,-5.238632933610065,False,14.83839094627575,5baa54db582bf9de,,-0.41610252850611007,0.7470315506236982,0.0016861839732631445,dither_mag,-199.59572653913864,1,-6.862704283482729,-10.618540961189415,0.9996947983567844,1.0004530803318294,0.0,,,,,,,
21,21420,0,7,5910,-2.8447605591885936,-1.4237704957441255,258.0451849712677,250.170856743847,0.9694846922708614,1.2264164533053277,0.0,-78.60457943866243,-78.60457943866243,-78.60457943866243,-219.47755669153435,120.90158230138073,phase,-193.81322426585618,dither_phase,0.9969124008171307,-193.81322426585618,-64.76305950661354,-0.35051396542059465,-0.6024711569662077,281.92857142857144,-15.219873031789177,-15.254998500154946,5.621406257571621,6.675347203431316,-6.594389310060253,3.963839064088244,-1.387772310641238,-9.189751780606363,0.3099929242928125,-1.8188956446189972,-6.594389310060253,3.963839064088245,-1.387772310641238,-9.189751780606363,0.3099929242928134,-1.8188956446189972,-7.984106423513091,-7.96545976529841,-0.8460629654926386,-6.594389310060253,3.963839064088244,-1.387772310641238,-6.594389310060253,3.963839064088245,-1.387772310641238,nan,-7.984106423513091,nan,-7.96545976529841,False,15.403456350282742,f8765d185c8e46f4,,-2.8447605591885936,-1.4237704957441255,-0.0030875991828692717,dither_mag,-78.60457943866243,2,-7.858674450930435,-11.116634958106454,0.9991546334093425,1.0009953292489762,0.0,,,,,,,
22,22440,0,8,2638,7.868683567326271,8.20812995972093,257.22443377732185,249.74115201953668,0.9709075780714386,1.3556392451991508,0.0,-247.09314316550564,-247.09314316550564,-247.09314316550564,-439.4884656847538,120.97538674562195,phase,-188.0560973147276,dither_phase,0.9994849773290297,-188.0560973147276,-62.0648042885204,-0.3496969210088213,-0.5941698475179672,284.375,-15.451620272140191,-15.514623584977533,6.887986615877954,6.621175339038424,-6.700398795166851,4.3778983642908464,-1.4053818596622678,-9.054143686180204,0.2745649567099251,-1.7963693830864127,-6.700398795166851,4.377898364290847,-1.4053818596622678,-9.054143686180204,0.2745649567099251,-1.7963693830864127,-5.808648816012846,-5.777533594238368,-0.7055217207497071,-6.700398795166851,4.3778983642908464,-1.4053818596622678,-6.700398795166851,4.377898364290847,-1.4053818596622678,nan,-5.808648816012846,nan,-5.777533594238368,False,16.941693426398757,81d6ceb7a28a5f39,,7.868683567326271,8.20812995972093,-0.0005150226709702554,dither_mag,-247.09314316550564,3,-5.102305059771444,-8.24664605610253,0.9990645806339407,1.0010855944129993,0.0,,,,,,,
