iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,tone_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,skew_phase_ps,skew_diff_route_ps,skew_centroid_ps,skew_source,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,frame_sha1,rejected,offset_error_a,offset_error_b,gain_error,gain_source,skew_error_ps,skew_batch_n,offset_a_state,offset_b_state,gain_corr_a,gain_corr_b,skew_cmd_ps,skew_batch_used,skew_batch_mean_ps,skew_batch_se_ps,skew_batch_error_ps,skew_action,skew_step_codes,skew_code
7,7140,0,8,2612,1.6061156469111246,0.7321210657212813,17.413668766609042,17.640834111927344,1.0130452317867613,1.0022409493340716,0.0,-45.453205549019344,-45.453205549019344,-45.453205549019344,-45.539362942135654,61.65666178120251,phase,37.567552070497285,41.45289785682242,5.9480983505809455,37.32237210591715,40.8418515175054,5.907370781713812,37.56755207049729,41.45289785682244,5.948098350580946,37.32237210591715,40.8418515175054,5.907370781713812,-23.79652929447802,-24.908350871431033,0.3157442937201561,37.567552070497285,41.45289785682242,5.9480983505809455,37.56755207049729,41.45289785682244,5.948098350580946,nan,-23.79652929447802,nan,-24.908350871431033,False,6.838853364060175,b08463ce4ee553a1,,1.6061156469111246,0.7321210657212813,0.002240949334071596,tone,-45.453205549019344,8,-4.221002788746757,-6.910578333070554,1.0137027582891014,0.9866506330912724,0.0,,,,,,,
8,8160,0,8,3767,2.1613398842584184,1.7149899123140124,17.143392514142782,16.997455449724477,0.9914872704280724,1.00232521904612,0.0,-46.60375719941151,-46.60375719941151,-46.60375719941151,-46.69506434947541,183.71289157395603,phase,37.32772230699918,41.63763508116196,5.90825951943508,37.432537010515624,41.67354598794723,5.925670599753427,37.32772230699918,41.63763508116194,5.90825951943508,37.43253701051561,41.67354598794722,5.925670599753424,-23.58953884081812,-24.691334291659306,0.4289073254039786,37.32772230699918,41.63763508116196,5.90825951943508,37.32772230699918,41.63763508116194,5.90825951943508,nan,-23.58953884081812,nan,-24.691334291659306,False,6.299723212690155,fafb0b5e6125aca8,,2.1613398842584184,1.7149899123140124,0.0023252190461200417,tone,-46.60375719941151,9,-3.4747594217392597,-6.302210538860284,1.01411524745722,0.9862500831599138,0.0,,,,,,,
9,9180,0,8,4977,4.321040371451087,3.719689960211672,17.120892206966996,17.092557668298785,0.9983450314197597,0.9866844389242728,0.0,-41.66038222840983,-41.66038222840983,-41.66038222840983,-42.72591978051593,69.3428063268442,phase,37.05413665500819,41.34421870670349,5.862813397841894,37.21442514088447,41.960599269821486,5.889439392173501,37.05413665500819,41.34421870670351,5.862813397841894,37.21442514088447,41.96059926982147,5.889439392173501,-25.18753402718017,-25.387883669763426,0.5190000129670866,37.05413665500819,41.34421870670349,5.862813397841894,37.05413665500819,41.34421870670351,5.862813397841894,nan,-25.18753402718017,nan,-25.387883669763426,False,6.320222901964531,84d216120ca1a6ee,,4.321040371451087,3.719689960211672,-0.013315561075727178,tone,-41.66038222840983,10,-1.9834455559829134,-4.982168585704887,1.011752132592035,0.9885792805431224,0.0,,,,,,,
10,10200,0,8,513,-1.6775275763325175,-2.0166184852085824,18.100622566715014,18.133768489205586,1.0018312034499588,1.0065470567565384,0.0,-50.61349881772406,-50.61349881772406,-50.61349881772406,-51.047402015507004,92.12509567192184,phase,36.75264800259397,41.16991088073139,5.812732226344514,37.094297817772905,41.44716508843028,5.8694846873376925,36.75264800259397,41.16991088073141,5.812732226344514,37.094297817772905,41.44716508843029,5.8694846873376925,-22.96509348297326,-23.93319704739389,0.7434174632446886,36.75264800259397,41.16991088073139,5.812732226344514,36.75264800259397,41.16991088073141,5.812732226344514,nan,-22.96509348297326,nan,-23.93319704739389,False,7.197988164092522,db9ba0cdb763caf3,,-1.6775275763325175,-2.0166184852085824,0.0065470567565384385,tone,-50.61349881772406,11,-2.5637602722090955,-5.696139112616224,1.01291133235327,0.9874539980165317,0.0,,,,,,,
11,11220,0,7,2665,1.9079359844384483,2.105129124141686,17.519264544777844,17.691603634345785,1.0098371189685194,0.9989377399926397,0.0,-39.91916850378954,-39.91916850378954,-39.91916850378954,-39.90664536402268,222.886683345138,phase,37.213165438283376,42.236607040024495,5.889230139249731,37.34485258351414,42.29282396944043,5.911105080317964,37.213165438283376,42.23660704002451,5.889230139249731,37.344852583514154,42.29282396944044,5.9111050803179666,-25.055179492668692,-26.139739782014896,-0.02973806445524596,37.213165438283376,42.236607040024495,5.889230139249731,37.213165438283376,42.23660704002451,5.889230139249731,nan,-25.055179492668692,nan,-26.139739782014896,False,6.27192953577489,7c20208f1a567511,,1.9079359844384483,2.105129124141686,-0.0010622600073603161,tone,-39.91916850378954,12,-1.904494674891681,-4.9499826385631875,1.0127230366933817,0.9876377564717498,0.0,,,,,,,
12,12240,0,8,4689,1.775295280686912,2.536613396121129,17.92988038079747,18.81056030956627,1.0491180035819976,1.0020547845628403,0.0,-44.039628643324,-44.039628643324,-44.039628643324,-44.116697132990346,-27.700153772746408,phase,37.339075315946694,42.06693997136409,5.910145401320049,37.40678114924273,41.99435393641185,5.9213922174821825,37.3390753159467,42.06693997136409,5.910145401320051,37.40678114924273,41.99435393641185,5.9213922174821825,-24.154901930762822,-25.255063686172313,-0.5292275641198918,37.339075315946694,42.06693997136409,5.910145401320049,37.3390753159467,42.06693997136409,5.910145401320051,nan,-24.154901930762822,nan,-25.255063686172313,False,7.309257537187322,ef945efed6b78a1e,,1.775295280686912,2.536613396121129,0.0020547845628402506,tone,-44.039628643324,13,-1.2909475097465237,-4.051055189886017,1.0130871990342718,0.9872833427229064,0.0,,,,,,,
13,13260,0,8,7140,-5.969694931968723,-6.246876308163239,17.57349509269866,17.15473410031753,0.9761708760737575,1.003816911068112,0.0,-49.14767781356224,-49.14767781356224,-49.14767781356224,-49.335759820488505,-20.165086593539883,phase,37.078797362345604,41.26497910372925,5.8669098608547525,37.47763954370686,41.97130490436174,5.933162714901472,37.078797362345604,41.26497910372925,5.8669098608547525,37.47763954370686,41.97130490436172,5.933162714901472,-23.102211113751036,-24.116956925589047,0.7351417191634342,37.078797362345604,41.26497910372925,5.8669098608547525,37.078797362345604,41.26497910372925,5.8669098608547525,nan,-23.102211113751036,nan,-24.116956925589047,False,6.560433968119291,566b95b89ad598ed,,-5.969694931968723,-6.246876308163239,0.0038169110681121055,tone,-49.14767781356224,14,-3.3533496683966115,-6.26562380787472,1.0137639001892893,0.9866263850462483,0.0,,,,,,,
14,14280,0,7,3693,-3.1762904542488455,-3.3394136605483666,17.707076193154066,17.911785615610533,1.0115608822271636,0.9987504565098743,0.0,-40.79636724420113,-40.79636724420113,-40.79636724420113,-40.783742179838015,-59.90731484245133,phase,37.07578486289249,41.56821932680785,5.866409445663205,37.79135727967086,41.52542424645266,5.98527529562639,37.07578486289248,41.56821932680785,5.866409445663204,37.79135727967086,41.52542424645268,5.98527529562639,-24.83070658738455,-25.933560883413698,0.1653366900677895,37.07578486289249,41.56821932680785,5.866409445663205,37.07578486289248,41.56821932680785,5.866409445663204,nan,-24.83070658738455,nan,-25.933560883413698,False,6.390072075518198,15e3955e181e6410,,-3.1762904542488455,-3.3394136605483666,-0.0012495434901257374,tone,-40.79636724420113,15,-4.449957723565591,-7.450261477114774,1.0135422203249382,0.9868424006680708,0.0,,,,,,,
15,15300,0,8,954,-3.576260496138261,-2.9448761786637836,16.82028748598816,16.272980546518784,0.9674614991018852,1.0026657010957378,0.0,-50.235596780862295,-50.235596780862295,-50.235596780862295,-50.34624025372445,159.6880231453691,phase,29.70157578433249,31.511618050901124,4.641457771483802,29.986013593240326,31.84459184851487,4.688706576950221,29.701575784332487,31.51161805090112,4.641457771483802,29.98601359324033,31.844591848514867,4.688706576950221,-22.915803977669945,-23.85692053829548,-0.5062901854530484,29.70157578433249,31.511618050901124,4.641457771483802,29.701575784332487,31.51161805090112,4.641457771483802,nan,-22.915803977669945,nan,-23.85692053829548,False,6.39715028695571,5716dc17561a57eb,,-3.576260496138261,-2.9448761786637836,0.002665701095737827,tone,-50.235596780862295,16,-5.684924702294019,-8.494710582498326,1.0140150354312152,0.9863832648847948,0.0,,,,,,,
16,16320,0,7,320,3.4331593950468253,1.3770454661702607,16.86063816507963,16.9727728177312,1.0066506766561074,1.0021329836074115,0.0,-54.308871266938894,-54.308871266938894,-54.308871266938894,-54.39390961727885,416.2948375632753,phase,36.616123361009194,40.8161051108864,5.7900537144533555,37.3161657704394,40.95373476241229,5.906339828976645,36.61612336100919,40.8161051108864,5.790053714453354,37.3161657704394,40.95373476241228,5.906339828976645,-22.410588987598132,-23.285326995777524,2.353942818410714,36.616123361009194,40.8161051108864,5.7900537144533555,36.61612336100919,40.8161051108864,5.790053714453354,nan,-22.410588987598132,nan,-23.285326995777524,False,6.628418814576802,88c21dcbf1d62c57,,3.4331593950468253,1.3770454661702607,0.0021329836074115427,tone,-54.308871266938894,17,-4.499926702974019,-8.006091269582589,1.014393538984658,0.986015859171599,0.0,,,,,,,
17,17340,0,8,3899,-3.1131061258833714,-2.6865455489901002,17.233341138677158,16.76066530648313,0.9725720144230655,0.9886487026742341,0.0,-39.43672923418525,-39.43672923418525,-39.43672923418525,-40.24578207676723,-122.87956441530068,phase,36.80708105494455,40.542667035215665,5.821774261618696,37.12580887505558,41.69758290032841,5.874719082235147,36.80708105494454,40.542667035215665,5.821774261618695,37.12580887505557,41.6975829003284,5.874719082235145,-25.448294261075834,-25.841971534821653,-0.7947505270685025,36.80708105494455,40.542667035215665,5.821774261618696,36.80708105494454,40.542667035215665,5.821774261618695,nan,-25.448294261075834,nan,-25.841971534821653,False,6.306943138412515,376e82355a1b8fa5,,-3.1131061258833714,-2.6865455489901002,-0.011351297325765897,tone,-39.43672923418525,18,-5.574053363076553,-8.959717860271018,1.0123784695180464,0.9879970460705882,0.0,,,,,,,
18,18360,0,8,537,-6.348178065114986,-5.22619979962762,17.915723377394254,17.35545969312022,0.9687278223450936,0.9965054478942891,0.0,-39.409619962509325,-39.409619962509325,-39.409619962509325,-39.43925298020602,-32.722312438741106,phase,37.114378889704064,41.300649500005306,5.8728204135721045,37.34238262752012,42.3139261346289,5.910694788624605,37.11437888970406,41.3006495000053,5.872820413572103,37.3423826275201,42.3139261346289,5.910694788624602,-25.32312579424444,-26.156632173792637,-1.1048296471680512,37.114378889704064,41.300649500005306,5.8728204135721045,37.11437888970406,41.3006495000053,5.872820413572103,nan,-25.32312579424444,nan,-26.156632173792637,False,6.8974920009484135,1d0ba0467bd913d5,,-6.348178065114986,-5.22619979962762,-0.003494552105710924,tone,-39.409619962509325,19,-7.7687487163350895,-10.811109964270265,1.011759352888371,0.9886033711578104,0.0,,,,,,,
19,19380,0,7,3052,5.59388034448401,5.5668494447669605,16.211330727094722,15.869224894502668,0.9788971159523457,0.9911308781333691,0.0,-41.577339747892,-41.577339747892,-41.577339747892,-41.993088406260334,177.09552574956982,phase,37.26004521483899,41.24894867542518,5.8970174775480055,36.99501535028523,40.75665134992414,5.852992583103859,37.260045214838996,41.24894867542518,5.897017477548006,36.99501535028522,40.756651349924155,5.852992583103858,-25.161890268280914,-25.489261761866793,-0.2978824448607078,37.26004521483899,41.24894867542518,5.8970174775480055,37.260045214838996,41.24894867542518,5.897017477548006,nan,-25.161890268280914,nan,-25.489261761866793,False,5.056385932674144,2c613048a4ec4c10,align_margin=5.1,,,,,,,,,,,,,,,,,,
19,19380,0,7,1356,-0.8448534330276413,-0.642592238736953,16.90477438467461,17.00975412558819,1.0062100645962335,1.003183390247889,0.0,-41.55728869002872,-41.55728869002872,-41.55728869002872,-41.70110790835617,188.50089475430894,phase,37.186168180625366,40.603126543911586,5.884745544954381,37.3056984307511,40.47828151233099,5.904601068231081,37.18616818062536,40.603126543911586,5.884745544954379,37.3056984307511,40.47828151233099,5.904601068231081,-24.573399000310214,-25.64003448614402,-0.1290390308781164,37.186168180625366,40.603126543911586,5.884745544954381,37.18616818062536,40.603126543911586,5.884745544954379,nan,-24.573399000310214,nan,-25.64003448614402,False,6.783267927843724,fd552545f6c5e936,,-0.8448534330276413,-0.642592238736953,0.003183390247889051,tone,-41.55728869002872,20,-8.061010607184445,-11.038609981081388,1.01232299723838,0.9880543745204663,0.0,16,-44.85206967706033,1.297260726488057,-44.85206967706033,move+1:OK,1,25
20,20400,0,8,7831,5.064797388226545,6.315004920580902,17.499858068165903,17.8710391576871,1.0212105199982402,0.9933397074584999,0.0,-32.68681210743717,-32.68681210743717,-32.68681210743717,-33.00839964909441,-329.40052043094863,phase,37.29127654713719,41.439791293224594,5.902205406501195,37.356167046831374,42.49162489865674,5.9129845592743155,37.29127654713717,41.43979129322457,5.902205406501192,37.356167046831374,42.49162489865672,5.9129845592743155,-27.15389715491165,-27.843529007017086,-0.9053415274086802,37.29127654713719,41.439791293224594,5.902205406501195,37.29127654713717,41.43979129322457,5.902205406501192,nan,-27.15389715491165,nan,-27.843529007017086,False,6.248499053024198,ce5eceed315d4c7b,,5.064797388226545,6.315004920580902,-0.006660292541500135,tone,-32.68681210743717,1,-6.309910325243637,-8.801636207977028,1.0111430829594632,0.9892137240844329,0.0,,,,,,,
21,21420,0,8,3121,7.141905352432358,6.489553369654708,18.37330690471095,17.927610258954175,0.9757421650839295,1.0043515410843449,0.0,-35.80580637811275,-35.80580637811275,-35.80580637811275,-36.05154737792297,43.72102790634303,phase,37.20800055848875,42.31028511801352,5.888372185795474,37.50580254187521,42.014540169321315,5.93784095379987,37.208000558488735,42.310285118013496,5.888372185795472,37.50580254187522,42.01454016932135,5.9378409537998715,-25.569640247283225,-26.87959608342816,0.5865872165312904,37.20800055848875,42.31028511801352,5.888372185795474,37.208000558488735,42.310285118013496,5.888372185795472,nan,-25.569640247283225,nan,-26.87959608342816,False,6.223905285918872,c77683470d140f09,,7.141905352432358,6.489553369654708,0.004351541084344879,tone,-35.80580637811275,2,-3.837790488320876,-6.505526050911232,1.011913088326302,0.9884636821942615,0.0,,,,,,,
22,22440,0,8,128,2.320587358424038,1.9136064980958323,17.48952239227487,17.702195777419174,1.0121600453330983,0.9985203589633371,0.0,-33.0216209920055,-33.0216209920055,-33.0216209920055,-33.018572005768675,214.27561009847827,phase,37.44106195277538,40.96342677336898,5.927086703118834,37.33593916175081,41.34665093136684,5.909624445473557,37.441061952775385,40.96342677336898,5.927086703118835,37.33593916175081,41.34665093136683,5.909624445473557,-26.46035518580845,-27.663928557178366,0.7008942143440213,37.44106195277538,40.96342677336898,5.927086703118834,37.441061952775385,40.96342677336898,5.927086703118835,nan,-26.46035518580845,nan,-27.663928557178366,False,6.083945153980695,ef7b5dd91e1f9769,,2.320587358424038,1.9136064980958323,-0.001479641036662871,tone,-33.0216209920055,3,-3.0351468771073913,-5.8279470094165,1.0116510664033727,0.9887200114693753,0.0,,,,,,,
23,23460,0,7,1641,-0.6223340789318826,-2.1749244748123973,20.493478835889245,21.356730646722045,1.0421232440692807,1.0044322536287404,0.0,-46.44771504375371,-46.44771504375371,-46.44771504375371,-46.686247957118695,-20.637990806151244,phase,37.88137326218694,43.42137398239858,6.00022811664235,38.349531125232815,43.46579423288396,6.077995203527046,37.88137326218693,43.42137398239857,6.000228116642348,38.349531125232815,43.46579423288393,6.077995203527046,-23.767254127997056,-24.715061451040516,0.9793094010151058,37.88137326218694,43.42137398239858,6.00022811664235,37.88137326218693,43.42137398239857,6.000228116642348,nan,-23.767254127997056,nan,-24.715061451040516,False,8.227588476273356,3ebf917401346832,,-0.6223340789318826,-2.1749244748123973,0.004432253628740446,tone,-46.44771504375371,4,-3.2504552327843568,-6.597855130374884,1.0124357478726376,0.9879565004187375,0.0,,,,,,,
24,24480,0,8,3095,-5.2305907729221035,-5.908601569494944,16.51027566648134,16.494765087831862,0.9990605499894245,1.003424728451715,0.0,-43.381347800816414,-43.381347800816414,-43.381347800816414,-43.54154157978044,210.84169977294704,phase,36.70381510406857,41.91977727819943,5.804620449180826,37.27940986494921,42.00682387367111,5.9002341968354175,36.70381510406855,41.91977727819942,5.804620449180824,37.2794098649492,42.0068238736711,5.900234196835417,-24.139648385640513,-25.26119700244113,0.2947528494797087,36.70381510406857,41.91977727819943,5.804620449180826,36.70381510406855,41.91977727819942,5.804620449180824,nan,-24.139648385640513,nan,-25.26119700244113,False,5.72077444403667,29297760395aa5bd,align_margin=5.7,,,,,,,,,,,,,,,,,,
24,24480,0,7,6176,-4.069300505731438,-3.2505537782602802,16.84323408622387,16.855001449526352,1.0006986403705038,0.9955577442738094,0.0,-32.56799857165608,-32.56799857165608,-32.56799857165608,-32.68856053904869,507.10241529653786,phase,36.78196271104601,40.18734091241025,5.817601779243525,36.86952231665202,40.63572547943875,5.8321465642279104,36.78196271104603,40.187340912410264,5.817601779243527,36.86952231665201,40.63572547943874,5.83214656422791,-26.792513881725874,-27.7915162543807,-1.2230178244168943,36.78196271104601,40.18734091241025,5.817601779243525,36.78196271104603,40.187340912410264,5.817601779243527,nan,-26.792513881725874,nan,-27.7915162543807,False,6.263319422158861,5a3f4634445da415,,-4.069300505731438,-3.2505537782602802,-0.004442255726190614,tone,-32.56799857165608,5,-4.657216284039899,-7.74941779726244,1.0116486856354199,0.9887279596365778,0.0,,,,,,,
25,25500,0,8,2848,-0.3422372359868157,-0.34824658903377625,17.435147431416087,17.384594761605783,0.9971005309815038,0.9974052572726788,0.0,-31.971581535800752,-31.971581535800752,-31.971581535800752,-31.997214527256926,166.3673010643544,phase,37.85199735036026,42.09331448150782,5.995348397069811,37.45552077315824,41.090667318997205,5.929488500524625,37.85199735036025,42.09331448150782,5.99534839706981,37.45552077315823,41.0906673189972,5.929488500524624,-26.885021352509966,-27.94905130891443,0.10507059457256196,37.85199735036026,42.09331448150782,5.995348397069811,37.85199735036025,42.09331448150782,5.99534839706981,nan,-26.885021352509966,nan,-27.94905130891443,False,6.050182024448291,2e3919aa1bdb311a,,-0.3422372359868157,-0.34824658903377625,-0.0025947427273211865,tone,-31.971581535800752,6,-4.775620068175841,-7.872693674083627,1.01118931622323,0.9891780891763766,0.0,,,,,,,
