iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,tone_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,skew_phase_ps,skew_diff_route_ps,skew_centroid_ps,skew_source,skew_used_ps,skew_observable,gain_mag_ratio,skew_slope_ps,skew_fold_ps,phase_a_samples,phase_b_samples,dither_peak_a_codes,dbc_ab_coherent,snr_dither_db,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,frame_sha1,rejected,offset_error_a,offset_error_b,gain_error,gain_source,skew_error_ps,skew_batch_n,offset_a_state,offset_b_state,gain_corr_a,gain_corr_b,skew_cmd_ps,skew_batch_used,skew_batch_mean_ps,skew_batch_se_ps,skew_batch_error_ps,skew_action,skew_step_codes,skew_code
10,10200,0,8,4422,-3.2955228794550218,-2.00503374825812,259.4123347988025,250.53623721714953,0.9657838260137586,1.3896900727978263,0.0,-167.73749256194395,-167.73749256194395,-167.73749256194395,-400.9951753744261,124.0020821683376,phase,-69.06931005390074,dither_fold,1.0071508430585403,-207.99940146054087,-69.06931005390074,-0.35055105398645614,-0.6209502758851593,284.75,-14.651915564122625,6.0570845157972295,-6.7363519267826355,4.42690667228188,-1.4113541406615675,-9.446995110960678,-0.0639276109215156,-1.8616270948439666,-6.736351926782634,4.42690667228188,-1.411354140661567,-9.446995110960678,-0.06392761092151608,-1.8616270948439666,-4.641124606874899,-4.577857533082148,-0.13428743438624657,-6.7363519267826355,4.42690667228188,-1.4113541406615675,-6.736351926782634,4.42690667228188,-1.411354140661567,nan,-4.641124606874899,nan,-4.577857533082148,False,18.12246607581305,63683eb3e87442ef,,-3.2955228794550218,-2.00503374825812,0.0071508430585403016,dither_mag,-167.73749256194395,11,-6.738023245660206,-9.682150768703387,0.9997484699089377,1.000361240650275,0.0,,,,,,,
11,11220,0,8,2454,-0.01197374182568467,-1.9435510674163279,259.06735137031035,251.48878489187427,0.9707467326996242,1.527396502248697,0.0,-225.33277501443794,-225.33277501443794,-225.33277501443794,-539.5234017978804,135.19493823154497,phase,-72.07912732682244,dither_fold,0.9989278239927294,-203.52404232667092,-72.07912732682244,-0.30949272023649055,-0.5740739752611628,283.375,-14.424508059369664,6.327044623284803,-5.556461327358026,3.7153674306018902,-1.2153590244780774,-8.726384457503139,0.27081249630668985,-1.7419243284888937,-5.556461327358026,3.7153674306018902,-1.2153590244780774,-8.726384457503137,0.2708124963066908,-1.7419243284888932,-3.1663078012151336,-3.1556903492817137,0.8761493526653817,-5.556461327358026,3.7153674306018902,-1.2153590244780774,-5.556461327358026,3.7153674306018902,-1.2153590244780774,nan,-3.1663078012151336,nan,-3.1556903492817137,False,18.410612561268515,e1c0e57ed34b72bc,,-0.01197374182568467,-1.9435510674163279,-0.0010721760072706088,dither_mag,-225.33277501443794,12,-6.742215109679134,-10.362147999657207,0.9995608863024579,1.000549140693338,0.0,,,,,,,
12,12240,0,8,1582,1.741450079160387,1.1961378204386222,259.48669482052105,251.40754770581617,0.9688648887362299,1.5773565042967705,0.0,-197.85151797293258,-197.85151797293258,-197.85151797293258,-555.7146497651845,144.51349911049581,phase,-79.08431063264125,dither_fold,1.0108456229917495,-200.3758863923366,-79.08431063264125,-0.2875427467242989,-0.5480313990343365,280.4375,-14.308496453744295,6.393183629346061,-6.222199341641737,3.8884916503684237,-1.3259467344919829,-8.920902194275905,4.796036453973268,-1.7742362448963298,-6.222199341641739,3.8884916503684215,-1.3259467344919833,-8.920902194275907,4.796036453973269,-1.7742362448963303,-2.786363169260417,-2.7702361120120447,-0.8439462703629852,-6.222199341641737,3.8884916503684237,-1.3259467344919829,-6.222199341641739,3.8884916503684215,-1.3259467344919833,nan,-2.786363169260417,nan,-2.7702361120120447,False,19.30004511066138,5b56dbec41c795ef,,1.741450079160387,1.1961378204386222,0.010845622991749515,dither_mag,-197.85151797293258,13,-6.132439821291445,-9.943729533110513,1.0014580368952317,0.9986704895515361,0.0,,,,,,,
13,13260,0,8,338,4.347102162038017,6.019049823389366,260.10180768794544,252.19739551652194,0.9696103143546517,1.3267958154556678,0.0,-303.17575863354904,-303.17575863354904,-303.17575863354904,-472.7814627329046,132.1971194970976,phase,-69.20933199062675,dither_fold,0.9982265210565536,-190.2191553097429,-69.20933199062675,-0.28941884355918285,-0.5367037454618486,284.0,-14.61292624890498,7.475122563315511,-6.283758259004514,3.8416913484091157,-1.3361724682731753,-8.483810204249629,0.8402432198769599,-1.701629602034822,-6.283758259004514,3.841691348409117,-1.3361724682731753,-8.483810204249629,0.8402432198769599,-1.701629602034822,-3.551649944865697,-3.5938393389317245,-0.03697127366569575,-6.283758259004514,3.8416913484091157,-1.3361724682731753,-6.283758259004514,3.841691348409117,-1.3361724682731753,nan,-3.551649944865697,nan,-3.5938393389317245,False,16.20054366395161,4d04386123ad2a4b,,4.347102162038017,6.019049823389366,-0.0017734789434463716,dither_mag,-303.17575863354904,14,-4.613169217172786,-7.834257529855165,1.0011472255655254,0.9989809864009761,0.0,,,,,,,
14,14280,0,8,5190,-0.22041669406320352,-2.746274457849694,258.3042626646691,250.0899458362745,0.9681990659245974,1.6444203790493195,0.0,-286.72640343363275,-286.72640343363275,-286.72640343363275,-680.6200637156591,126.84965521606567,phase,-64.13069376514359,dither_fold,0.9925073446578165,-203.52176943643164,-64.13069376514359,-0.348041110189191,-0.6126194104565521,284.3125,-14.66250357720085,5.769158513705518,-6.161256614076017,5.114129918525307,-1.3158233578199365,-9.603279066455253,-0.10978519415348482,-1.8875878847932315,-6.1612566140760165,5.1141299185253075,-1.3158233578199363,-9.603279066455253,-0.10978519415348334,-1.8875878847932315,-4.136857255426736,-4.169780046943633,-0.041065562073647754,-6.161256614076017,5.114129918525307,-1.3158233578199365,-6.1612566140760165,5.1141299185253075,-1.3158233578199363,nan,-4.136857255426736,nan,-4.169780046943633,False,15.556205278168436,1023d6650ed02b5a,,-0.22041669406320352,-2.746274457849694,-0.007492655342183463,dither_mag,-286.72640343363275,15,-4.690226657828972,-8.79643406107253,0.999834506621635,1.00030075350027,0.0,,,,,,,
15,15300,0,8,4274,-2.8717979999520438,-3.39208581387825,259.27567467342135,249.98216988646166,0.9641558939199922,1.3498219438258423,0.0,-246.3694750515526,-246.3694750515526,-246.3694750515526,-442.9052614364135,135.98354794267334,phase,-75.0629316505794,dither_fold,1.0008020510065576,-208.11845650539922,-75.0629316505794,-0.3141993856501126,-0.5847533791071315,283.1875,-14.347064583518609,6.151963697556953,-5.991132597015102,4.492022225066893,-1.2875635543214454,-8.875785285138395,0.9369814388737657,-1.7667417417173414,-5.991132597015102,4.492022225066897,-1.2875635543214454,-8.875785285138397,0.9369814388737635,-1.7667417417173417,-4.1215223252479465,-4.113794795386945,-0.68129077046801,-5.991132597015102,4.492022225066893,-1.2875635543214454,-5.991132597015102,4.492022225066897,-1.2875635543214454,nan,-4.1215223252479465,nan,-4.113794795386945,False,16.941670625981086,96cef9862a11802d,,-2.8717979999520438,-3.39208581387825,0.0008020510065576136,dither_mag,-246.3694750515526,16,-5.695522327588831,-9.983307139697144,0.9999748423193096,1.0001604648793136,0.0,,,,,,,
16,16320,0,8,7250,-2.6710771392814765,0.3833686470310567,259.50812991892195,251.49618841354268,0.9691264335037116,1.4225587682351053,0.0,-110.69152169937439,-110.69152169937439,-110.69152169937439,-388.2294081437878,135.46009141219585,phase,-75.10862442422335,dither_fold,1.004594719516828,-200.2586122804469,-75.10862442422335,-0.3026238342423289,-0.5629600302069099,282.375,-14.66669832657434,6.818224050103229,-6.322123202401373,3.2738072902945516,-1.3425453824587,-8.749786281143775,0.6917262422553037,-1.7458116746086005,-6.322123202401373,3.2738072902945516,-1.3425453824587,-8.749786281143775,0.6917262422553028,-1.7458116746086005,-4.031494510862243,-4.028462491028275,-2.350311840001918,-6.322123202401373,3.2738072902945516,-1.3425453824587,-6.322123202401373,3.2738072902945516,-1.3425453824587,nan,-4.031494510862243,nan,-4.028462491028275,False,16.890959762601803,c0796c3fe03518ab,,-2.6710771392814765,0.3833686470310567,0.004594719516828105,dither_mag,-110.69152169937439,17,-6.630422846266074,-9.849149640803144,1.0007788980060695,0.9993599381337854,0.0,,,,,,,
17,17340,0,7,6170,-1.2246969920222575,0.18236617374351105,255.80866675945984,246.16010485520027,0.9622821148849807,1.2500929525618025,0.0,-139.68896267764853,-139.68896267764853,-139.68896267764853,-283.40577772989144,122.92447889809108,phase,-71.46629651254639,dither_fold,1.0020347911696212,-211.94826140973478,-71.46629651254639,-0.3536721371009685,-0.6292048769336237,282.4285714285714,-14.687830240712481,5.8611337879126655,-6.464871781112089,4.522391588827003,-1.3662577709488521,-9.133836409546102,-0.2045765478031381,-1.8096073770010137,-6.464871781112088,4.522391588827004,-1.3662577709488521,-9.133836409546102,-0.2045765478031381,-1.8096073770010137,-4.528706567713744,-4.556338287934681,-0.19484713125271746,-6.464871781112089,4.522391588827003,-1.3662577709488521,-6.464871781112088,4.522391588827004,-1.3662577709488521,nan,-4.528706567713744,nan,-4.556338287934681,False,16.51321679952262,2479fa744e35b7f9,,-1.2246969920222575,0.18236617374351105,0.0020347911696212417,dither_mag,-139.68896267764853,18,-7.058733183406287,-9.785280599855373,1.0011352638173405,0.9990048002292148,0.0,,,,,,,
18,18360,0,8,3894,2.0443848009686763,2.0832053290803856,259.3389682843827,250.7204089509942,0.9667672028218387,1.0295742127158978,0.0,-54.30501196632906,-54.30501196632906,-54.30501196632906,-96.15659280930234,126.36278305302554,phase,-69.0539129764635,dither_fold,1.002233867364582,-210.07281371720447,-69.0539129764635,-0.3483751296704311,-0.6214697875027969,282.4375,-14.646559426733452,7.0727644198461554,-6.489604600730657,4.536211485022919,-1.3703662127459566,-9.160448843943573,0.02911191665744809,-1.8140280471667067,-6.489604600730656,4.5362114850229185,-1.3703662127459562,-9.160448843943573,0.029111916657449045,-1.8140280471667067,-4.96824971957916,-5.006086214868888,-0.09914095534357248,-6.489604600730657,4.536211485022919,-1.3703662127459566,-6.489604600730656,4.5362114850229185,-1.3703662127459562,nan,-4.96824971957916,nan,-5.006086214868888,False,16.290140800637797,62800677ac3fdc86,,2.0443848009686763,2.0832053290803856,0.0022338673645820872,dither_mag,-54.30501196632906,19,-6.34400990254742,-9.055432389905988,1.0015266344111808,0.9986151329556688,0.0,,,,,,,
19,19380,0,8,5366,0.4279956327700253,0.1385735511623617,261.06120556396723,250.72950542947092,0.960424222694533,1.4032377309479198,0.0,-193.7371768719735,-193.7371768719735,-193.7371768719735,-431.72500546661513,130.35434302499786,phase,-68.52466425504701,dither_fold,0.9964239711622811,-205.05359888401273,-68.52466425504701,-0.3277360110163088,-0.5943056895655253,284.9375,-14.422192220094807,6.4952165270492905,-6.747240629090305,3.0265131248024013,-1.413162895197725,-9.114091511650708,0.19471551290542552,-1.8063274936296858,-6.747240629090307,3.0265131248023995,-1.4131628951977253,-9.114091511650704,0.19471551290542646,-1.8063274936296851,-4.3390345925572396,-4.391026122588279,1.2251678529646113,-6.747240629090305,3.0265131248024013,-1.413162895197725,-6.747240629090307,3.0265131248023995,-1.4131628951977253,nan,-4.3390345925572396,nan,-4.391026122588279,False,15.460405192778264,ed8183faad8b0596,,0.4279956327700253,0.1385735511623617,-0.003576028837718903,dither_mag,-193.7371768719735,20,-6.19443976998916,-9.006864386772213,1.000899873989061,0.9992423141635703,0.0,20,-71.4411624945833,0.934842134634864,-71.4411624945833,move+1:OK,1,25
20,20400,0,8,2814,5.149069117526487,7.417906349103399,260.25326047069063,252.1335076696305,0.9688005722334665,1.435191101353593,0.0,-178.64561366923232,-178.64561366923232,-178.64561366923232,-438.4265946263094,125.78862342827279,phase,-67.41442710128032,dither_fold,1.001725854312006,-174.609737216883,-67.41442710128032,-0.29592807804038995,-0.5229207364223378,282.25,-15.402676714513353,7.031053707492395,-5.45065753282668,4.791725245312666,-1.197783643326691,-8.16450267071626,1.5685094437582956,-1.6485884835076845,-5.450657532826679,4.791725245312666,-1.197783643326691,-8.16450267071626,1.5685094437582936,-1.6485884835076845,-4.81521876593974,-4.84328802039934,-0.18551711079509126,-5.45065753282668,4.791725245312666,-1.197783643326691,-5.450657532826679,4.791725245312666,-1.197783643326691,nan,-4.81521876593974,nan,-4.84328802039934,False,14.988970153623136,a46be8f558429c33,,5.149069117526487,7.417906349103399,0.0017258543120060033,dither_mag,-178.64561366923232,1,-4.393885850492946,-6.408628518068603,1.001202170277658,0.9989410384566366,0.0,,,,,,,
21,21420,0,7,1762,2.4968839259382754,1.7817397240603294,259.2789059043313,249.66961656113455,0.9629384067721175,1.4664205249818008,0.0,-24.109808397739947,-24.109808397739947,-24.109808397739947,-84.25099451378951,113.61466365989509,phase,-57.601043906174255,dither_fold,0.9889693903620703,-187.99459527365792,-57.601043906174255,-0.3589738460262494,-0.6033668198820047,283.2142857142857,-15.408733914472892,6.7623175893175445,-6.334062563729495,3.6985242200612194,-1.344528665071345,-9.04049152097788,0.16888026092515773,-1.7941015815577877,-6.334062563729494,3.698524220061221,-1.3445286650713446,-9.040491520977877,0.16888026092515868,-1.794101581557787,-7.11861338123864,-7.17132016545328,1.4006200663963102,-6.334062563729495,3.6985242200612194,-1.344528665071345,-6.334062563729494,3.698524220061221,-1.3445286650713446,nan,-7.11861338123864,nan,-7.17132016545328,False,17.99337631475693,bdf7405338775cd5,,2.4968839259382754,1.7817397240603294,-0.011030609637929678,dither_mag,-24.109808397739947,2,-3.521025802820417,-5.784358536744589,0.9992694929735862,1.0008908586754763,0.0,,,,,,,
22,22440,0,7,5902,0.5206451898105138,0.2846118600139933,260.8739012394104,253.42938536004542,0.9714631634517822,1.5716564393601906,0.0,-273.49098238137634,-273.49098238137634,-273.49098238137634,-618.0228201628654,121.1284378870901,phase,-65.89697541052817,dither_fold,0.9946962329238737,-177.68605677911293,-65.89697541052817,-0.31013236831239077,-0.5411242421252376,282.92857142857144,-15.488881467076041,6.9354734952806325,-5.709437821613519,4.914639641814324,-1.240770402261382,-8.608572856962818,1.1583195133300177,-1.7223542951765478,-5.709437821613519,4.914639641814324,-1.240770402261382,-8.60857285696282,1.1583195133300155,-1.7223542951765483,-5.537985410444861,-5.5081432749234285,1.2676849615010501,-5.709437821613519,4.914639641814324,-1.240770402261382,-5.709437821613519,4.914639641814324,-1.240770402261382,nan,-5.537985410444861,nan,-5.5081432749234285,False,16.16784704227564,f5ee4b18173ea551,,0.5206451898105138,0.2846118600139933,-0.005303767076126342,dither_mag,-273.49098238137634,3,-3.338666771833271,-5.684833048883983,0.9983420117621093,1.0018247981700505,0.0,,,,,,,
23,23460,0,7,314,0.6625664201316693,0.3103984316645937,258.6535277064316,252.2659712714708,0.9753045841222371,1.1909668050495712,0.0,-337.38129730264615,-337.38129730264615,-337.38129730264615,-427.5672257006455,119.8715867795174,phase,-66.2062915536478,dither_fold,1.0011692593910424,-184.23756018664736,-66.2062915536478,-0.3231640223477478,-0.5626728505903894,283.57142857142856,-15.318296140253807,6.715398619479709,-6.322578411461002,3.206973820258219,-1.3426209985815618,-8.724751199685707,0.6889950992728694,-1.741653023203606,-6.322578411461003,3.206973820258219,-1.3426209985815623,-8.724751199685706,0.6889950992728711,-1.7416530232036056,-5.338920133530834,-5.283502553825863,0.46084252309584306,-6.322578411461002,3.206973820258219,-1.3426209985815618,-6.322578411461003,3.206973820258219,-1.3426209985815623,nan,-5.338920133530834,nan,-5.283502553825863,False,15.83191348565743,8fb199c379f27e95,,0.6625664201316693,0.3103984316645937,0.0011692593910423987,dither_mag,-337.38129730264615,4,-3.1063834016916343,-5.5763914817745945,0.9985462928973363,1.0016200437966727,0.0,,,,,,,
