iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,rejected
0,0,0,7,319,-18.24026691817282,-335.5382538223182,19.40065062176058,71.9982599397309,3.711126051565232,0.0,-57.78758931131712,-57.78758931131712,3.2801415143422314,15.462523849674934,0.25251520171797864,-3.2988526486154566,6.706483774144808,-0.8403409715308068,3.2801415143422314,15.462523849674934,0.25251520171797864,-3.2988526486154566,6.706483774144808,-0.8403409715308068,-20.00421718270815,-20.00421718270815,362.45336303153977,3.2801415143422314,15.462523849674934,0.25251520171797864,3.2801415143422314,15.462523849674934,0.25251520171797864,nan,-20.00421718270815,nan,-20.00421718270815,False,3.732505358635811,align_margin=3.7
0,0,0,8,2755,16.757682178763016,-320.7326348793346,46.51520059776381,88.96914016818423,1.912689594473368,nan,nan,nan,2.4475738130056994,15.522306958349219,0.11421491910393679,-3.8103061446057565,6.700534793462517,-0.9253000240208898,2.4475738130056994,15.522306958349219,0.11421491910393679,-3.8103061446057565,6.700534793462517,-0.9253000240208898,-12.256243509003106,-12.256243509003106,345.678431372549,2.4475738130056994,15.522306958349219,0.11421491910393679,2.4475738130056994,15.522306958349219,0.11421491910393679,nan,-12.256243509003106,nan,-12.256243509003106,False,3.778136815244484,align_margin=3.8
0,0,0,8,7124,-34.36313982557877,-355.06928710671065,29.79350579013827,82.33176199860144,2.763413026266062,0.0,-86.94474765219908,-86.94474765219908,2.2590498886485944,14.850484984916093,0.08289865259943428,-3.4177032792932724,7.034770323416603,-0.8600836012115071,2.2590498886485944,14.850484984916093,0.08289865259943428,-3.4177032792932724,7.034770323416603,-0.8600836012115071,-12.401273624845446,-12.401273624845446,360.32745098039214,2.2590498886485944,14.850484984916093,0.08289865259943428,2.2590498886485944,14.850484984916093,0.08289865259943428,nan,-12.401273624845446,nan,-12.401273624845446,False,3.910061183008201,align_margin=3.9
0,0,0,7,5924,31.468514932614386,-394.03172553771924,nan,nan,nan,nan,nan,nan,1.5712683070005753,11.609746482846964,-0.03135077956801075,-3.0228642417174143,8.368014611758172,-0.7944957212155174,1.5712683070005753,11.609746482846964,-0.03135077956801075,-3.0228642417174143,8.368014611758172,-0.7944957212155174,-10.75150423130944,-10.75150423130944,375.0401960784314,1.5712683070005753,11.609746482846964,-0.03135077956801075,1.5712683070005753,11.609746482846964,-0.03135077956801075,nan,-10.75150423130944,nan,-10.75150423130944,False,3.8365543292119058,align_margin=3.8
0,0,0,7,5677,1.630047146001636,-327.5339471926401,nan,nan,nan,0.0,-78.8807145236107,-78.8807145236107,1.5757774050633437,13.821513985231489,-0.030601759956255196,-4.075393180211029,8.005269568416285,-0.9693344153174468,1.5757774050633437,13.821513985231489,-0.030601759956255196,-4.075393180211029,8.005269568416285,-0.9693344153174468,-12.246952699852836,-12.246952699852836,266.08039215686273,1.5757774050633437,13.821513985231489,-0.030601759956255196,1.5757774050633437,13.821513985231489,-0.030601759956255196,nan,-12.246952699852836,nan,-12.246952699852836,False,3.7863052456765547,align_margin=3.8
0,0,0,8,3408,-0.5736601845416516,-353.4578878823448,30.60841775954992,116.39206188201948,3.8026160906571134,0.0,23458.008067712894,23458.008067712894,1.6445519108838433,15.349640548402782,-0.01917742344122204,-1.7617138404600141,6.6823976499799915,-0.5850022990797366,1.6445519108838433,15.349640548402782,-0.01917742344122204,-1.7617138404600141,6.6823976499799915,-0.5850022990797366,-7.027169223483721,-7.027169223483721,330.32586772757,1.6445519108838433,15.349640548402782,-0.01917742344122204,1.6445519108838433,15.349640548402782,-0.01917742344122204,nan,-7.027169223483721,nan,-7.027169223483721,False,3.686344797701476,align_margin=3.7
0,0,0,7,4247,41.912221987914286,-436.2824256361226,53.79918830674936,112.48745404004143,2.0908764161768842,nan,nan,nan,0.7559447155045763,12.983539876938723,-0.1667865921088744,-3.8893785728178774,7.609494994182118,-0.9384349788734015,0.7559447155045763,12.983539876938723,-0.1667865921088744,-3.8893785728178774,7.609494994182118,-0.9384349788734015,-7.719911457209816,-7.719911457209816,348.67006027013105,0.7559447155045763,12.983539876938723,-0.1667865921088744,0.7559447155045763,12.983539876938723,-0.1667865921088744,nan,-7.719911457209816,nan,-7.719911457209816,False,3.8237608237268663,align_margin=3.8
0,0,0,8,1859,27.151497859660818,-288.1963250205194,62.51601943461674,163.06221152496957,2.6083268416587284,0.0,-123.03916327070854,-123.03916327070854,0.6047939223778521,10.395703269445182,-0.1918946972794266,-2.6763428602289703,10.244321258670135,-0.7369340299383672,0.6047939223778521,10.395703269445182,-0.1918946972794266,-2.6763428602289703,10.244321258670135,-0.7369340299383672,-8.123298161553224,-8.123298161553224,334.9670925888959,0.6047939223778521,10.395703269445182,-0.1918946972794266,0.6047939223778521,10.395703269445182,-0.1918946972794266,nan,-8.123298161553224,nan,-8.123298161553224,False,3.9773968995019016,align_margin=4.0
0,0,0,8,6347,4.220552349267074,-278.41944080814335,17.48801463231672,70.54704699154217,4.034022642065715,0.0,-176.73997591905862,-176.73997591905862,-0.3485350340619736,13.023998686063683,-0.3502549890468395,-2.6776600541534616,7.563388765316823,-0.7371528329158574,-0.3485350340619736,13.023998686063683,-0.3502549890468395,-2.6776600541534616,7.563388765316823,-0.7371528329158574,-6.821318599106366,-6.821318599106366,317.5658494576051,-0.3485350340619736,13.023998686063683,-0.3502549890468395,-0.3485350340619736,13.023998686063683,-0.3502549890468395,nan,-6.821318599106366,nan,-6.821318599106366,False,3.353348429094391,align_margin=3.4
0,0,0,7,7769,10.796799493877884,-386.2722524301072,55.62849491933374,115.74413146263248,2.0806626465532054,nan,nan,nan,-0.5414488735256635,10.618265376027098,-0.38230047732984446,-3.409673623892741,7.84839838157381,-0.8587497714107545,-0.5414488735256635,10.618265376027098,-0.38230047732984446,-3.409673623892741,7.84839838157381,-0.8587497714107545,-10.979879098045323,-10.979879098045323,372.4938602559806,-0.5414488735256635,10.618265376027098,-0.38230047732984446,-0.5414488735256635,10.618265376027098,-0.38230047732984446,nan,-10.979879098045323,nan,-10.979879098045323,False,3.458688304852305,align_margin=3.5
0,0,0,8,1315,-1.8260145998462143,-237.34743329102434,1.2877253855270017,124.47672585947905,96.66403043575703,nan,nan,nan,-0.3820377523612821,11.496529467172058,-0.35582022464473123,-4.82976561538761,3.873172634201402,-1.0946454510610648,-0.3820377523612821,11.496529467172058,-0.35582022464473123,-4.82976561538761,3.873172634201402,-1.0946454510610648,-12.013874115045686,-12.013874115045686,330.01183531642124,-0.3820377523612821,11.496529467172058,-0.35582022464473123,-0.3820377523612821,11.496529467172058,-0.35582022464473123,nan,-12.013874115045686,nan,-12.013874115045686,False,4.291142933610938,align_margin=4.3
0,0,0,8,4839,10.943866554058872,-324.84739137517624,nan,nan,nan,0.0,-78.10746645752292,-78.10746645752292,-1.4812972430735492,12.607851891880049,-0.5384214689490946,-3.052625647640619,7.167867715814872,-0.7994394763522623,-1.4812972430735492,12.607851891880049,-0.5384214689490946,-3.052625647640619,7.167867715814872,-0.7994394763522623,-7.799422993629424,-7.799422993629424,341.62450980392157,-1.4812972430735492,12.607851891880049,-0.5384214689490946,-1.4812972430735492,12.607851891880049,-0.5384214689490946,nan,-7.799422993629424,nan,-7.799422993629424,False,3.5453071807894934,align_margin=3.5
0,0,0,7,1127,26.83947295643889,-345.0368872210188,50.496198859287524,59.91706074487795,1.1865657633328512,0.0,-168.17209089559236,-168.17209089559236,-0.420827154408196,11.638145844196536,-0.36226364691166046,-3.2095100014836007,9.311902632670208,-0.8255000002464453,-0.420827154408196,11.638145844196536,-0.36226364691166046,-3.2095100014836007,9.311902632670208,-0.8255000002464453,-9.950300209884674,-9.950300209884674,320.4585325319561,-0.420827154408196,11.638145844196536,-0.36226364691166046,-0.420827154408196,11.638145844196536,-0.36226364691166046,nan,-9.950300209884674,nan,-9.950300209884674,False,3.9624391006761637,align_margin=4.0
0,0,0,7,846,26.090104232335904,-252.56872987655305,40.38834218279543,98.35221721391297,2.435163512500122,0.0,-102.24224028348559,-102.24224028348559,-1.2200442639006834,10.965594198433465,-0.4950239641031036,-5.268308659684728,5.44163542696758,-1.1674931328379947,-1.2200442639006834,10.965594198433465,-0.4950239641031036,-5.268308659684728,5.44163542696758,-1.1674931328379947,-7.486956915279096,-7.486956915279096,299.4874963837514,-1.2200442639006834,10.965594198433465,-0.4950239641031036,-1.2200442639006834,10.965594198433465,-0.4950239641031036,nan,-7.486956915279096,nan,-7.486956915279096,False,4.484286590264368,align_margin=4.5
0,0,0,8,1557,-30.925972495149527,-291.3524011347282,nan,nan,nan,0.0,-151.58794269476107,-151.58794269476107,-0.5065463853481812,10.050570631003112,-0.3765027218186348,-2.509547718059622,8.972564539542091,-0.7092271956909671,-0.5065463853481812,10.050570631003112,-0.3765027218186348,-2.509547718059622,8.972564539542091,-0.7092271956909671,-6.6562306083001666,-6.6562306083001666,328.0754901960784,-0.5065463853481812,10.050570631003112,-0.3765027218186348,-0.5065463853481812,10.050570631003112,-0.3765027218186348,nan,-6.6562306083001666,nan,-6.6562306083001666,False,4.119975281633645,align_margin=4.1
0,0,0,7,4740,20.39684979835384,-322.39552582034696,58.02169934549952,136.92795114049807,2.359943825932064,0.0,-165.76200285641448,-165.76200285641448,0.0020934694327784946,10.214987602560644,-0.29201105158923946,-3.786284074310598,7.189645307925408,-0.9213096468954481,0.0020934694327784946,10.214987602560644,-0.29201105158923946,-3.786284074310598,7.189645307925408,-0.9213096468954481,-10.989471078435942,-10.989471078435942,309.07234989064955,0.0020934694327784946,10.214987602560644,-0.29201105158923946,0.0020934694327784946,10.214987602560644,-0.29201105158923946,nan,-10.989471078435942,nan,-10.989471078435942,False,3.439954336890304,align_margin=3.4
0,0,0,7,2038,61.01154246770399,-264.84219675065174,15.675897564692841,78.5855022569111,5.013142114038236,0.0,-178.15074030876917,-178.15074030876917,-1.4368480202746037,9.143746320740538,-0.5310378771220272,-4.129358169078522,6.955414746298859,-0.9782986991824787,-1.4368480202746037,9.143746320740538,-0.5310378771220272,-4.129358169078522,6.955414746298859,-0.9782986991824787,-5.773053379574364,-5.773053379574364,281.24600920131627,-1.4368480202746037,9.143746320740538,-0.5310378771220272,-1.4368480202746037,9.143746320740538,-0.5310378771220272,nan,-5.773053379574364,nan,-5.773053379574364,False,4.151756128018859,align_margin=4.2
0,0,0,8,2111,-7.079760837853037,-286.80480203064167,16.850587813773924,82.80468570137727,4.914053243513052,0.0,-136.93089429915986,-136.93089429915986,-0.09334368816180236,13.101695760257023,-0.3078644000268775,-4.279712980659972,7.306835768741484,-1.0032745815049788,-0.09334368816180236,13.101695760257023,-0.3078644000268775,-4.279712980659972,7.306835768741484,-1.0032745815049788,-9.542873914953585,-9.542873914953585,327.7390163711813,-0.09334368816180236,13.101695760257023,-0.3078644000268775,-0.09334368816180236,13.101695760257023,-0.3078644000268775,nan,-9.542873914953585,nan,-9.542873914953585,False,3.561902422488688,align_margin=3.6
0,0,0,7,5908,-23.002273925280527,-331.30923276964864,32.30855318010299,151.5035747649633,4.689271411208404,nan,nan,nan,-0.8493918853409124,10.382386728041427,-0.4334538015516466,-3.972399025468301,7.4308017990593855,-0.9522257517389205,-0.8493918853409124,10.382386728041427,-0.4334538015516466,-3.972399025468301,7.4308017990593855,-0.9522257517389205,-7.599089577763571,-7.599089577763571,333.8429298209378,-0.8493918853409124,10.382386728041427,-0.4334538015516466,-0.8493918853409124,10.382386728041427,-0.4334538015516466,nan,-7.599089577763571,nan,-7.599089577763571,False,4.495952458053694,align_margin=4.5
0,0,0,8,1071,107.67582171211437,-289.32617989156563,nan,nan,nan,0.0,-60.916386157622405,-60.916386157622405,-1.2223283158678866,10.543641153885911,-0.4954033747288848,-4.354794386148641,5.5436793137964,-1.0157465757721995,-1.2223283158678866,10.543641153885911,-0.4954033747288848,-4.354794386148641,5.5436793137964,-1.0157465757721995,-10.898527816958323,-10.898527816958323,343.4745098039216,-1.2223283158678866,10.543641153885911,-0.4954033747288848,-1.2223283158678866,10.543641153885911,-0.4954033747288848,nan,-10.898527816958323,nan,-10.898527816958323,False,4.162611824038581,align_margin=4.2
0,0,0,7,4622,2.7862073980769964,-294.7484291774506,10.827109789718497,126.28638938567542,11.663905865773884,0.0,-124.07130089472737,-124.07130089472737,-1.492921834937944,8.549854043425405,-0.5403524642754061,-4.044616601792236,7.057907416210244,-0.9642220268757867,-1.492921834937944,8.549854043425405,-0.5403524642754061,-4.044616601792236,7.057907416210244,-0.9642220268757867,-10.40534470082834,-10.40534470082834,365.1220436648632,-1.492921834937944,8.549854043425405,-0.5403524642754061,-1.492921834937944,8.549854043425405,-0.5403524642754061,nan,-10.40534470082834,nan,-10.40534470082834,False,4.044076615578587,align_margin=4.0
0,0,0,8,6014,14.133124311253887,-312.0987421506965,152.18818403462697,7.456517440158999,0.04899537692402215,0.0,-105.32984077218714,-105.32984077218714,-0.8797199053298972,10.63948279296229,-0.4384916786262288,-4.2505508962505925,7.951210418904163,-0.9984303814369755,-0.8797199053298972,10.63948279296229,-0.4384916786262288,-4.2505508962505925,7.951210418904163,-0.9984303814369755,-5.047401734334559,-5.047401734334559,301.9764705882353,-0.8797199053298972,10.63948279296229,-0.4384916786262288,-0.8797199053298972,10.63948279296229,-0.4384916786262288,nan,-5.047401734334559,nan,-5.047401734334559,False,3.7724894085214595,align_margin=3.8
0,0,0,7,4770,11.76356204839172,-179.22728056613263,41.27515176324018,135.07975873881418,3.272665343876864,0.0,-125.69955486542322,-125.69955486542322,-0.7530284553352327,9.741306763916803,-0.4174465872649889,-4.622444829567668,6.717373693777537,-1.0602067823202106,-0.7530284553352327,9.741306763916803,-0.4174465872649889,-4.622444829567668,6.717373693777537,-1.0602067823202106,-8.868312432908512,-8.868312432908512,249.71852077400618,-0.7530284553352327,9.741306763916803,-0.4174465872649889,-0.7530284553352327,9.741306763916803,-0.4174465872649889,nan,-8.868312432908512,nan,-8.868312432908512,False,4.260853346825531,align_margin=4.3
0,0,0,7,2667,45.43527566675934,-401.58901976486356,167.0715722086574,61.988282308534956,0.37102830534878284,0.0,-79.77607572146472,-79.77607572146472,-1.4318595346633751,10.15972910586209,-0.5302092250271387,-4.473374469042891,6.319716653433767,-1.0354442639606132,-1.4318595346633751,10.15972910586209,-0.5302092250271387,-4.473374469042891,6.319716653433767,-1.0354442639606132,-9.326934868564686,-9.326934868564686,318.00853900818225,-1.4318595346633751,10.15972910586209,-0.5302092250271387,-1.4318595346633751,10.15972910586209,-0.5302092250271387,nan,-9.326934868564686,nan,-9.326934868564686,False,3.7651555223752338,align_margin=3.8
0,0,0,8,2064,38.9859808256664,-298.0931529394885,141.44785350841332,22.939136828169783,0.16217380652443314,0.0,-134.37111873536992,-134.37111873536992,-2.848523422700508,8.925004641104906,-0.765535452275832,-3.614213913142707,8.008727132158306,-0.892726563644968,-2.848523422700508,8.925004641104906,-0.765535452275832,-3.614213913142707,8.008727132158306,-0.892726563644968,-7.349392450113306,-7.349392450113306,361.7907662738709,-2.848523422700508,8.925004641104906,-0.765535452275832,-2.848523422700508,8.925004641104906,-0.765535452275832,nan,-7.349392450113306,nan,-7.349392450113306,False,3.943456050955875,align_margin=3.9
0,0,0,8,7842,61.64092777768538,-269.7630636725108,51.250501477071836,144.15098590776128,2.8126746422618076,0.0,-124.92787592512715,-124.92787592512715,-2.027551858693112,9.79433862343469,-0.6291614383211149,-4.695306046833863,6.413738211958302,-1.0723099745571203,-2.027551858693112,9.79433862343469,-0.6291614383211149,-4.695306046833863,6.413738211958302,-1.0723099745571203,-14.991023357622247,-14.991023357622247,292.9605654385558,-2.027551858693112,9.79433862343469,-0.6291614383211149,-2.027551858693112,9.79433862343469,-0.6291614383211149,nan,-14.991023357622247,nan,-14.991023357622247,False,3.6522515518808736,align_margin=3.7
0,0,0,8,2335,26.876051442850162,-197.75229341203175,166.44591897473592,32.43353967862005,0.1948593265512445,0.0,-138.23979804545957,-138.23979804545957,-2.700963820444811,10.075054074692025,-0.7410238904393375,-5.282091394554217,5.838653377514527,-1.1697826236801026,-2.700963820444811,10.075054074692025,-0.7410238904393375,-5.282091394554217,5.838653377514527,-1.1697826236801026,-6.571761029111115,-6.571761029111115,345.76372549019607,-2.700963820444811,10.075054074692025,-0.7410238904393375,-2.700963820444811,10.075054074692025,-0.7410238904393375,nan,-6.571761029111115,nan,-6.571761029111115,False,4.168867859574998,align_margin=4.2
0,0,0,7,2781,-16.93553310923312,-272.2504274960639,217.48406648545918,62.95641379855752,0.2894759823831358,0.0,-189.04419781156818,-189.04419781156818,-2.084277579030655,9.346572995567392,-0.6385843154535973,-3.373328394754629,8.630781464132156,-0.8527123579326626,-2.084277579030655,9.346572995567392,-0.6385843154535973,-3.373328394754629,8.630781464132156,-0.8527123579326626,-6.669817092831682,-6.669817092831682,379.8132464797812,-2.084277579030655,9.346572995567392,-0.6385843154535973,-2.084277579030655,9.346572995567392,-0.6385843154535973,nan,-6.669817092831682,nan,-6.669817092831682,False,4.2816701759480535,align_margin=4.3
0,0,0,8,3159,-3.155382180955673,-287.6321713046415,11.113802678158446,70.21678859743699,6.317980499638661,0.0,-171.9476372067467,-171.9476372067467,-1.8758665846828122,11.673339784732415,-0.6039645489506333,-4.9414644290072465,6.590196317279126,-1.1132000712636623,-1.8758665846828122,11.673339784732415,-0.6039645489506333,-4.9414644290072465,6.590196317279126,-1.1132000712636623,-9.254563926226918,-9.254563926226918,269.31868301556335,-1.8758665846828122,11.673339784732415,-0.6039645489506333,-1.8758665846828122,11.673339784732415,-0.6039645489506333,nan,-9.254563926226918,nan,-9.254563926226918,False,4.88773727224842,align_margin=4.9
0,0,0,7,1876,-143.27463630104558,-208.29211902237782,32.616813572712246,155.14887875501856,4.7567147664239835,0.0,-141.18447002120303,-141.18447002120303,-1.8417832541563235,12.142321148550028,-0.5983028661389242,-3.3648937472199187,7.22006102689758,-0.8513112536910165,-1.8417832541563235,12.142321148550028,-0.5983028661389242,-3.3648937472199187,7.22006102689758,-0.8513112536910165,-8.473677680736223,-8.473677680736223,320.31589806800326,-1.8417832541563235,12.142321148550028,-0.5983028661389242,-1.8417832541563235,12.142321148550028,-0.5983028661389242,nan,-8.473677680736223,nan,-8.473677680736223,False,4.811400184858459,align_margin=4.8
