iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,tone_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,skew_phase_ps,skew_diff_route_ps,skew_centroid_ps,skew_source,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,frame_sha1,rejected,offset_error_a,offset_error_b,gain_error,gain_source,skew_error_ps,skew_batch_n,offset_a_state,offset_b_state,gain_corr_a,gain_corr_b,skew_cmd_ps,skew_batch_used,skew_batch_mean_ps,skew_batch_se_ps,skew_batch_error_ps,skew_action,skew_step_codes,skew_code,skew_error
10,10200,6,7,2794,0.0027082135631546767,-0.5482586618390146,505.1946421825171,505.2327841985982,1.0000754996448822,1.0002533941757263,0.0,52.38057435513094,52.38057435513094,52.38057435513094,-52.38760547277811,-1.9400056552526097,phase,54.751970273207675,58.84359046123219,8.802652869303602,53.35589289677864,57.627499126741796,8.570746328368546,54.751970273207675,58.843590461232196,8.802652869303602,53.35589289677866,57.627499126741895,8.57074632836855,-23.157289905636297,-23.65965597459607,0.755493742553444,54.751970273207675,58.84359046123219,8.802652869303602,54.751970273207675,58.843590461232196,8.802652869303602,nan,-23.157289905636297,nan,-23.65965597459607,False,6.956067753247221,18b161cc7a731c83,,0.0027082135631546767,-0.5482586618390146,0.00025339417572634026,tone,52.38057435513094,1,13.793349304805075,-22.82915029269313,1.0104056862603892,0.9898082068102735,0.0,,,,,,,,
11,11264,0,8,7901,0.2957618386583362,-0.3464693382351555,505.62430521692255,505.3142705953731,0.9993868280888585,1.0001735158017693,0.0,52.41486221152096,52.41486221152096,52.41486221152096,-52.41958968948782,-4.454493801649034,phase,54.842568268456716,59.6686810559534,8.817702370175535,53.397697849346464,58.00995793131902,8.577690672648915,54.8425682684566,59.668681055953314,8.817702370175516,53.397697849346514,58.009957931319114,8.577690672648924,-23.148117480650555,-23.653393556503826,0.4546358151788361,54.842568268456716,59.6686810559534,8.817702370175535,54.8425682684566,59.668681055953314,8.817702370175516,nan,-23.148117480650555,nan,-23.653393556503826,False,7.303716295542326,1b2c4d740bd52b76,,0.2957618386583362,-0.3464693382351555,0.00017351580176927506,tone,52.41486221152096,2,13.895799879794952,-22.951663187158903,1.010436367497123,0.9897781562357176,0.0,,,,,,,,
12,12288,0,8,5462,0.2657884391193548,-0.153740245382411,505.31322747025257,505.2246752959225,0.9998247578541068,1.0001230455216696,0.0,52.38898294575891,52.38898294575891,52.38898294575891,-52.392293819751124,-5.598301385448898,phase,54.691515059280455,58.898954425335674,8.792610474963531,53.33788198162475,57.5974432424144,8.567754481997467,54.69151505928042,58.89895442533565,8.792610474963526,53.33788198162469,57.59744324241444,8.567754481997458,-23.149593971037895,-23.65622382172998,0.13846461352837203,54.691515059280455,58.898954425335674,8.792610474963531,54.69151505928042,58.89895442533565,8.792610474963526,nan,-23.149593971037895,nan,-23.65622382172998,False,7.427377026670989,e507e895daad94fd,,0.2657884391193548,-0.153740245382411,0.00012304552166964022,tone,52.38898294575891,3,13.987865007975365,-23.00602798147654,1.010458125189365,0.9897568459981719,0.0,,,,,,,,
13,13312,0,8,5998,-0.06162036272899307,-0.1149201485797966,505.05667427457405,505.1147394687885,1.000114967680207,1.0001069500358097,0.0,52.382933466170044,52.382933466170044,52.382933466170044,-52.3858130401334,0.4153934206822914,phase,54.86556502593305,59.9826796778778,8.821522429556985,53.45663811310666,57.65826596724211,8.58748141413732,54.86556502593317,59.98267967787798,8.821522429557007,53.45663811310666,57.65826596724214,8.58748141413732,-23.153812841521603,-23.66118747960482,-0.011257227652841095,54.86556502593305,59.9826796778778,8.821522429556985,54.86556502593317,59.98267967787798,8.821522429557007,nan,-23.153812841521603,nan,-23.66118747960482,False,7.318401271961941,7da6aae85694bda0,,-0.06162036272899307,-0.1149201485797966,0.00010695003580973861,tone,52.382933466170044,4,13.966521098299637,-23.046666298014138,1.0104770371825826,0.9897383234363891,0.0,,,,,,,,
14,14280,4,8,7052,0.018138767096975705,0.19835466114703637,505.0720501651764,505.13062228062614,1.0001159678414804,1.0000701112432326,0.0,52.406765550084764,52.406765550084764,52.406765550084764,-52.40863932707862,-4.678639052377011,phase,54.834339571896784,58.962635362087816,8.816335477059267,53.30815033849669,57.57756372885818,8.562815670846627,54.83433957189682,58.96263536208786,8.816335477059273,53.308150338496745,57.57756372885832,8.562815670846636,-23.14068284785574,-23.647020579950077,0.17962520787457947,54.834339571896784,58.962635362087816,8.816335477059267,54.83433957189682,58.96263536208786,8.816335477059273,nan,-23.14068284785574,nan,-23.647020579950077,False,7.02417933064431,87b2b797177bfadc,,0.018138767096975705,0.19835466114703637,7.011124323264006e-05,tone,52.406765550084764,5,13.972803842241689,-22.976522372334447,1.0104894351978162,0.9897261807254718,0.0,5,52.39482370573312,0.00679222212260382,52.39482370573312,aborted,,,direction: error moved +7.40 ps after a -7.4 ps expected move
15,15300,2,7,8130,0.13165184497822713,-0.14790693307679054,505.2901621280886,505.1059882451793,0.9996355086706347,1.0000170288211756,0.0,52.36647749619342,52.36647749619342,52.36647749619342,-52.36690764131357,0.04150067055820072,phase,54.98878991994249,59.16228046326874,8.841991681053571,53.462799362327445,57.76781599322285,8.588504877463032,54.98878991994256,59.16228046326877,8.841991681053583,53.46279936232748,57.76781599322284,8.588504877463038,-23.155941510767907,-23.66087920797169,-0.7335129404207974,54.98878991994249,59.16228046326874,8.841991681053571,54.98878991994256,59.16228046326877,8.841991681053583,nan,-23.155941510767907,nan,-23.66087920797169,False,6.4095504479425,1b6f57ac5f09e2d2,,0.13165184497822713,-0.14790693307679054,1.7028821175602005e-05,tone,52.36647749619342,1,14.01840367152972,-23.02882716893883,1.0104924465004974,0.989723231348421,0.0,,,,,,,,
16,16320,4,8,894,0.25661001259921834,-0.15864850777918438,505.0652845575203,505.313318273972,1.0004910923875296,0.9999983275197006,0.0,52.40956398728899,52.40956398728899,52.40956398728899,-52.40956220940652,-4.075477096682297,phase,54.711696163033004,59.35113258483923,8.79596281777957,53.37950684893129,57.56649460630602,8.574668911782608,54.71169616303304,59.351132584839206,8.795962817779575,53.379506848931314,57.56649460630599,8.574668911782611,-23.156263098730562,-23.65965793000235,0.36392994980215754,54.711696163033004,59.35113258483923,8.79596281777957,54.71169616303304,59.351132584839206,8.795962817779575,nan,-23.156263098730562,nan,-23.65965793000235,False,7.7655540929692775,894e125e70490799,,0.25661001259921834,-0.15864850777918438,-1.6724802993639543e-06,tone,52.40956398728899,2,14.107284597577971,-23.08493070977121,1.0104921507454732,0.9897235210251116,0.0,,,,,,,,
17,17340,1,8,1936,-0.23500786405838314,0.27607703709908454,505.38806037670224,505.14233927212865,0.9995137971712461,1.0000138863362236,0.0,52.390886848809096,52.390886848809096,52.390886848809096,-52.39123291504731,-3.5430634293066334,phase,54.84776765450094,58.63989912067156,8.818566055564942,53.54108185001617,57.323847350913596,8.601508612959497,54.847767654500956,58.63989912067165,8.818566055564943,53.541081850016205,57.323847350913624,8.601508612959503,-23.152121091016397,-23.656202323181176,-1.055093143464786,54.84776765450094,58.63989912067156,8.818566055564942,54.847767654500956,58.63989912067165,8.818566055564943,nan,-23.152121091016397,nan,-23.656202323181176,False,8.732515472747453,54edee807f6cb83a,,-0.23500786405838314,0.27607703709908454,1.3886336223567497e-05,tone,52.390886848809096,3,14.02588589264023,-22.98730045148999,1.0104946063513804,0.989721115922633,0.0,,,,,,,,
18,18360,4,8,3010,0.10828277983079149,0.002675076611271976,504.93975104238035,505.38734685934355,1.000886434106325,1.0000337609808756,0.0,52.38814230704059,52.38814230704059,52.38814230704059,-52.38903187361237,-6.395720908683755,phase,54.872626599951744,59.488067432386885,8.822695448496969,53.49714033241661,57.91056236323393,8.594209357544289,54.87262659995183,59.48806743238706,8.822695448496983,53.49714033241668,57.910562363233986,8.5942093575443,-23.156864952712425,-23.662079815755433,-0.395884849633271,54.872626599951744,59.488067432386885,8.822695448496969,54.87262659995183,59.48806743238706,8.822695448496983,nan,-23.156864952712425,nan,-23.662079815755433,False,6.260283692355095,0ebf20a694bdf880,,0.10828277983079149,0.002675076611271976,3.376098087559676e-05,tone,52.38814230704059,4,14.063391261498774,-22.986354450845077,1.0105005765269695,0.9897152686778001,0.0,,,,,,,,
19,19380,5,7,4087,0.11327073342050592,-0.17865616157034134,505.23786980145144,505.6426529464552,1.0008011734060291,1.0000053860373734,0.0,52.37712244001965,52.37712244001965,52.37712244001965,-52.37735512833865,-9.449526943783145,phase,54.84228967460355,59.04403478375997,8.817656092126837,53.410215173616834,57.45991659276443,8.579769962394824,54.8422896746036,59.04403478376003,8.817656092126844,53.410215173616805,57.4599165927644,8.579769962394819,-23.156901048245707,-23.662967695076812,-0.7049795146224788,54.84228967460355,59.04403478375997,8.817656092126837,54.8422896746036,59.04403478376003,8.817656092126844,nan,-23.156901048245707,nan,-23.662967695076812,False,8.129659220777375,bba82350893fe52e,,0.11327073342050592,-0.17865616157034134,5.386037373433794e-06,tone,52.37712244001965,5,14.10262405128444,-23.04953389096138,1.010501528980897,0.9897143358202249,0.0,5,52.38643861587035,0.007220490199318061,52.38643861587035,aborted,,,direction: error moved +7.40 ps after a -7.4 ps expected move
20,20480,0,8,5113,-0.31117204724479325,-0.1540750590602803,504.9074813749464,505.12391079373623,1.0004286516377228,0.9999980136285127,0.0,52.40007212792053,52.40007212792053,52.40007212792053,-52.40000740748661,0.678021373473187,phase,54.64717127258825,58.96458189899342,8.78524439743991,53.346453072797146,57.55123870360677,8.569178251295208,54.64717127258829,58.96458189899334,8.785244397439916,53.34645307279715,57.55123870360677,8.56917825129521,-23.15370565875707,-23.660399496143146,-0.22886368200740215,54.64717127258825,58.96458189899342,8.78524439743991,54.64717127258829,58.96458189899334,8.785244397439916,nan,-23.15370565875707,nan,-23.660399496143146,False,7.387245641259264,3d43da3e39237977,,-0.31117204724479325,-0.1540750590602803,-1.986371487294747e-06,tone,52.40007212792053,1,13.994845672516904,-23.10402059355765,1.0105011777153976,0.9897146798604672,0.0,,,,,,,,
21,21504,0,8,6155,0.09502140757883648,0.17818018689206294,504.7904553559394,505.2004955149125,1.0008122977655827,0.9999683376769851,0.0,52.41493860295996,52.41493860295996,52.41493860295996,-52.414217727724086,0.11194184562003129,phase,54.79653996709341,58.89345924783578,8.810056472939106,53.47805790314369,57.5785106578241,8.591039518794634,54.796539967093466,58.89345924783581,8.810056472939115,53.478057903143736,57.57851065782404,8.591039518794641,-23.152692610905508,-23.657139890937803,-0.3388537744618514,54.79653996709341,58.89345924783578,8.810056472939106,54.796539967093466,58.89345924783581,8.810056472939115,nan,-23.152692610905508,nan,-23.657139890937803,False,7.880689241546548,2a150d2b355f64b4,,0.09502140757883648,0.17818018689206294,-3.166232301488048e-05,tone,52.41493860295996,2,14.027757551677484,-23.04100943824063,1.0104955786228258,0.9897201639506366,0.0,,,,,,,,
22,22440,1,7,7214,-0.05508430517465042,0.009332225365157057,505.25599496867216,505.2514459489805,0.9999909966042225,0.9999768297120204,0.0,52.39319628595773,52.39319628595773,52.39319628595773,-52.392591407396864,-4.431238386656352,phase,54.7349511577012,59.23239673471075,8.79982577370452,53.41293623838855,58.31276320817626,8.580221966509727,54.73495115770114,59.23239673471066,8.799825773704509,53.412936238388625,58.312763208176364,8.58022196650974,-23.15189139274933,-23.657023446026017,0.679898687706034,54.7349511577012,59.23239673471075,8.79982577370452,54.73495115770114,59.23239673471066,8.799825773704509,nan,-23.15189139274933,nan,-23.657023446026017,False,7.3741452132729055,21f1fb7627c1a221,,-0.05508430517465042,0.009332225365157057,-2.317028797960141e-05,tone,52.39319628595773,3,14.008678292728717,-23.037709233802268,1.010491481264953,0.9897241771613369,0.0,,,,,,,,
23,23460,7,7,3212,0.034271469459910886,-0.04196649984469213,505.2669320740969,505.09369717198956,0.9996571418173039,1.0000159604286811,0.0,52.40919597005763,52.40919597005763,52.40919597005763,-52.4095970266417,-3.6614948756986423,phase,50.22855085010767,54.29871436853475,8.05125429403782,51.298180080370855,55.50435292724464,8.228933568167918,50.22855085010765,54.29871436853475,8.051254294037816,51.29818008037087,55.50435292724462,8.22893356816792,-23.149120448558847,-23.65240595605328,-0.39821432669977774,50.22855085010767,54.29871436853475,8.05125429403782,50.22855085010765,54.29871436853475,8.051254294037816,nan,-23.149120448558847,nan,-23.65240595605328,False,6.622347322919578,87dbf5fcd81a9357,,0.034271469459910886,-0.04196649984469213,1.596042868112768e-05,tone,52.40919597005763,4,14.020548768168998,-23.05255000993423,1.0104943036434666,0.9897214128315817,0.0,,,,,,,,
24,24480,6,7,998,-0.32943468628648925,0.16424087697677558,505.1860005017565,505.43742407807406,1.0004976851616392,1.0000212606124952,0.0,52.38029659488651,52.38029659488651,52.38029659488651,-52.38080647928335,-10.932062818616883,phase,50.429909895401444,54.644312984648316,8.084702640432134,51.246736425948214,55.48748778967335,8.220388110622627,50.42990989540142,54.644312984648295,8.08470264043213,51.24673642594825,55.4874877896733,8.220388110622634,-23.158075552184243,-23.663668423685333,-0.7499168652027883,50.429909895401444,54.644312984648316,8.084702640432134,50.42990989540142,54.644312984648295,8.08470264043213,nan,-23.158075552184243,nan,-23.663668423685333,False,8.207896927087464,87f48b732dbfdebe,,-0.32943468628648925,0.16424087697677558,2.1260612495188624e-05,tone,52.38029659488651,5,13.906444077242455,-22.994468709280735,1.0104980632958347,0.9897177305452679,0.0,5,52.39953991635647,0.0060876483110192964,52.39953991635647,aborted,,,direction: error moved +7.40 ps after a -7.4 ps expected move
25,25500,4,7,2046,0.043491952822472785,-0.2804354846409716,505.5519760647521,505.1964037002676,0.999296665068442,0.9999883149827241,0.0,52.38342600356259,52.38342600356259,52.38342600356259,-52.38312688707301,-5.930154566560038,phase,50.4080249155123,54.346983601830146,8.081067261713008,51.360668728643226,55.352388932290836,8.23931374229954,50.4080249155123,54.346983601830196,8.081067261713008,51.360668728643226,55.35238893229081,8.23931374229954,-23.1567111964709,-23.661638240640816,-0.3005702280246272,50.4080249155123,54.346983601830146,8.081067261713008,50.4080249155123,54.346983601830196,8.081067261713008,nan,-23.1567111964709,nan,-23.661638240640816,False,8.872209142418328,cbafa3998f1c6b4a,,0.043491952822472785,-0.2804354846409716,-1.1685017275886445e-05,tone,52.38342600356259,1,13.921508117482391,-23.093640843511636,1.0104959969505525,0.9897197544209534,0.0,,,,,,,,
26,26520,7,8,8190,-0.03712341153039159,0.20438072391309087,505.3377969134981,505.30011253041897,0.9999254273412571,0.9999894984439295,0.0,52.37914492868345,52.37914492868345,52.37914492868345,-52.37887035402241,-1.1845933234948365,phase,54.81845658491206,59.058086243878655,8.81369710712825,53.01807814718845,57.67394635902467,8.514630921459876,54.81845658491185,59.05808624387846,8.813697107128215,53.018078147188405,57.67394635902468,8.514630921459869,-23.161986141567304,-23.666230875080426,0.3974460110068492,54.81845658491206,59.058086243878655,8.81369710712825,54.81845658491185,59.05808624387846,8.813697107128215,nan,-23.161986141567304,nan,-23.666230875080426,False,6.821402752751859,7d97e6e300501eda,,-0.03712341153039159,0.20438072391309087,-1.0501556070519058e-05,tone,52.37914492868345,2,13.908649883432135,-23.021364572324714,1.0104941398889875,0.9897215733196163,0.0,,,,,,,,
27,27648,0,8,4182,-0.13592509606769643,0.3321444413516872,505.2504181772998,505.1974281139685,0.9998951211885733,1.0000063716423542,0.0,52.39275175665057,52.39275175665057,52.39275175665057,-52.392918076707765,-3.074374501073917,phase,54.73572729378033,58.97067801545441,8.79995469996351,53.3967951840923,58.216270141299546,8.577540728254535,54.735727293780315,58.97067801545446,8.799954699963509,53.3967951840923,58.216270141299475,8.577540728254535,-23.154861241018068,-23.65918131153331,0.21758463744144763,54.73572729378033,58.97067801545441,8.79995469996351,54.735727293780315,58.97067801545446,8.799954699963509,nan,-23.154861241018068,nan,-23.65918131153331,False,7.4204394238431775,6a1983ae3fe66a05,,-0.13592509606769643,0.3321444413516872,6.371642354174867e-06,tone,52.39275175665057,3,13.861570161001563,-22.903906736093887,1.010495266627758,0.9897204697500661,0.0,,,,,,,,
28,28560,4,8,5245,0.2712568115338196,-0.19367845090316393,505.4553320084577,505.16793460853347,0.9994314089065354,1.0000084347012916,0.0,52.386770909653045,52.386770909653045,52.386770909653045,-52.3869888346877,-4.679710008853332,phase,54.775432384383286,58.957672116134574,8.806550229964001,53.498674912670204,57.72850903953062,8.594464271207675,54.77543238438339,58.95767211613468,8.806550229964019,53.49867491267023,57.728509039530636,8.59446427120768,-23.160843665370216,-23.668267267331423,1.082610308863659,54.775432384383286,58.957672116134574,8.806550229964001,54.77543238438339,58.95767211613468,8.806550229964019,nan,-23.160843665370216,nan,-23.668267267331423,False,7.023120411495106,729c4e0cac74c80a,,0.2712568115338196,-0.19367845090316393,8.43470129163748e-06,tone,52.386770909653045,4,13.955523974712806,-22.972398254545784,1.0104967581922608,0.9897190088629965,0.0,,,,,,,,
29,29580,1,7,6316,-0.031199403195479675,-0.393826143188077,505.2473079230013,505.3341953927124,1.0001719701784622,1.0000389580148783,0.0,52.399078953809244,52.399078953809244,52.399078953809244,-52.40011257364505,-8.321938663586028,phase,50.39116353001816,54.442367580679885,8.078266367112652,51.1974927118296,55.347850184858956,8.212208091666048,50.39116353001816,54.442367580679885,8.078266367112652,51.197492711829625,55.34785018485899,8.212208091666051,-23.155740031061303,-23.663680580089746,0.3959355315591928,50.39116353001816,54.442367580679885,8.078266367112652,50.39116353001816,54.442367580679885,8.078266367112652,nan,-23.155740031061303,nan,-23.663680580089746,False,7.045126057742068,486dc9ea62cfd5ea,,-0.031199403195479675,-0.393826143188077,3.895801487829864e-05,tone,52.399078953809244,5,13.944717615335708,-23.111669248516264,1.0105036474081155,0.9897122615654801,0.0,5,52.38823451047178,0.003506364409743259,52.38823451047178,aborted,,,direction: error moved +7.40 ps after a -7.4 ps expected move
