iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,tone_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,skew_phase_ps,skew_diff_route_ps,skew_centroid_ps,skew_source,skew_used_ps,skew_observable,gain_mag_ratio,skew_slope_ps,skew_fold_ps,phase_a_samples,phase_b_samples,dither_peak_a_codes,dbc_ab_coherent,dbc_ab_coherent_cal,snr_dither_db,snr_dither_db_cal,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,frame_sha1,rejected,offset_error_a,offset_error_b,gain_error,gain_source,skew_error_ps,offset_a_state,offset_b_state,gain_corr_a,gain_corr_b,skew_cmd_ps
10,10200,6,7,2794,-1.8312914877226558,-10.313684783432116,1311.1526506493467,1307.9704677933776,0.9975729882753216,1.0002667099355278,0.0,0.08607668395373405,0.08607668395373405,0.08607668395373405,-0.23003023205746742,2.4319477450528684,phase,0.08607668395373405,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.74098097958477,50.72235325948668,6.475246009897803,40.83614598362217,50.741256556694914,6.491054150103351,40.74098097958475,50.72235325948667,6.475246009897799,40.83614598362216,50.741256556694935,6.491054150103349,-33.58919119864046,-70.34186106193846,5.431754670179332,40.74098097958477,50.72235325948668,6.475246009897803,40.74098097958475,50.72235325948667,6.475246009897799,nan,-33.58919119864046,nan,-70.34186106193846,False,14.403814892915394,bded74e46fc6e89e,,-1.8312914877226558,-10.313684783432116,0.000266709935527798,tone,0.08607668395373405,14.162449218844532,-20.305947230556605,1.0103841504415338,0.9898288370842708,-3.5129020104579958
11,11264,0,8,3871,1.665551715698075,13.289743023531415,1311.5044044195904,1301.5601275660517,0.9924176565324312,1.0001547470965237,0.0,0.11230202957975217,0.11230202957975217,0.11230202957975217,-0.17100197061892797,-1.8704467521351704,phase,0.11230202957975217,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.805210417772614,50.82691759336427,6.485915351789472,40.673717617114626,50.62965283186899,6.464072693872862,40.805210417772614,50.82691759336428,6.485915351789472,40.673717617114626,50.629652831868974,6.464072693872862,-33.60629256160483,-67.49409276068819,2.2901730704647854,40.805210417772614,50.82691759336427,6.485915351789472,40.805210417772614,50.82691759336428,6.485915351789472,nan,-33.60629256160483,nan,-67.49409276068819,False,16.53219396603178,5cff20a0fd0843f8,,1.665551715698075,13.289743023531415,0.00015474709652374408,tone,0.11230202957975217,14.739401163547527,-15.606740777916158,1.0104115123939232,0.9898020359324173,-3.5465926193319213
12,12288,0,8,4942,-1.8068324510742666,-25.31885231475985,1310.5576050427558,1300.7349243942115,0.9925049607810076,1.0001307315985797,0.0,0.02042761312780931,0.02042761312780931,0.02042761312780931,-0.11889191376087163,-0.17112675882728742,phase,0.02042761312780931,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.78599596622566,50.575838687506646,6.482723582429513,40.7030583735488,50.45194400444156,6.468946573679204,40.785995966225656,50.57583868750665,6.482723582429512,40.70305837354879,50.451944004441565,6.468946573679202,-33.5831254547493,-68.90181260349411,6.9990989273847966,40.78599596622566,50.575838687506646,6.482723582429513,40.785995966225656,50.57583868750665,6.482723582429512,nan,-33.5831254547493,nan,-68.90181260349411,False,16.753112874919154,ed092054629d2387,,-1.8068324510742666,-25.31885231475985,0.00013073159857968086,tone,0.02042761312780931,14.113526111532634,-24.55964043710721,1.010434628618565,0.9897793941719848,-3.5527209032702642
13,13312,0,8,5998,0.598817941104258,8.345856849525646,1310.1971278292724,1305.8313722392006,0.9966678635624053,1.000149647977342,0.0,0.008876218314543376,0.008876218314543376,0.008876218314543376,-0.11877058808367333,-0.10914404871920935,phase,0.008876218314543376,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.77570236410458,50.35579550767554,6.4810136817449475,40.80582180910173,50.49733663695328,6.486016911810919,40.77570236410458,50.35579550767554,6.4810136817449475,40.80582180910174,50.49733663695331,6.48601691181092,-33.515369121637534,-71.95961599285253,-1.6466202634337197,40.77570236410458,50.35579550767554,6.4810136817449475,40.77570236410458,50.35579550767554,6.4810136817449475,nan,-33.515369121637534,nan,-71.95961599285253,False,16.743843280385267,d08f1d2a6469dd8c,,0.598817941104258,8.345856849525646,0.00014964797734196011,tone,0.008876218314543376,14.320948020333434,-21.60842735413772,1.0104610902807867,0.9897534773156282,-3.5553837687646275
14,14280,4,8,7052,0.16461352136272467,-5.131866268343387,1310.0998385126009,1308.9414313233415,0.9991157870910247,1.0000923613303427,0.0,0.048763036588221655,0.048763036588221655,0.048763036588221655,-0.08900148012602067,1.848180176663866,phase,0.048763036588221655,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.77346296305716,50.621997389657636,6.480641688215476,40.89412908947966,50.86348173376792,6.500685895262404,40.773462963057156,50.62199738965761,6.480641688215475,40.89412908947967,50.86348173376797,6.5006858952624045,-33.52264348171148,-70.82608427969438,1.3044698343192387,40.77346296305716,50.621997389657636,6.480641688215476,40.773462963057156,50.62199738965761,6.480641688215475,nan,-33.52264348171148,nan,-70.82608427969438,False,16.06572875193722,68fa501fc85a9e6b,,0.16461352136272467,-5.131866268343387,9.236133034273841e-05,tone,0.048763036588221655,14.377966279652004,-23.423175405128806,1.0104774225986344,0.9897374811771745,-3.570012679741094
15,15300,2,7,3060,0.5511002724522823,16.840462320645862,1310.1755627975836,1301.423273533816,0.9933197584260547,0.9999786537404945,0.0,-0.018470394714765772,-0.018470394714765772,-0.018470394714765772,-0.028045448526282456,-0.7331013812443662,phase,-0.018470394714765772,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.732578770948145,50.65222097065789,6.473850294177433,40.50487937742343,50.229182589537835,6.436026474655056,40.732578770948145,50.65222097065788,6.473850294177433,40.504879377423435,50.22918258953784,6.436026474655057,-33.666979559894315,-67.76763267834802,-0.939318469925932,40.732578770948145,50.65222097065789,6.473850294177433,40.732578770948145,50.65222097065788,6.473850294177433,nan,-33.666979559894315,nan,-67.76763267834802,False,14.057525384449375,e7682cd7bd939552,,0.5511002724522823,16.840462320645862,-2.1346259505450327e-05,tone,-0.018470394714765772,14.568851391030602,-17.46789744069762,1.0104736478638092,0.9897411785148941,-3.564471561326664
16,16320,4,8,894,-3.858567533767001,-16.137966793889376,1309.5304812968132,1305.2944947724413,0.9967652631344809,1.0000104210555978,0.0,0.048259829536516634,0.048259829536516634,0.048259829536516634,-0.0534913384527515,-0.6733828247414035,phase,0.048259829536516634,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.870396713300835,50.638224922827774,6.496743640083196,40.71318701983445,50.348488987005155,6.470629073062201,40.87039671330083,50.63822492282772,6.496743640083195,40.71318701983444,50.348488987005126,6.4706290730622005,-33.64256948169459,-68.02675542719953,5.115725573809025,40.870396713300835,50.638224922827774,6.496743640083196,40.87039671330083,50.63822492282772,6.496743640083195,nan,-33.64256948169459,nan,-68.02675542719953,False,17.78985131020629,a86816795fa42a95,,-3.858567533767001,-16.137966793889376,1.0421055597786832e-05,tone,0.048259829536516634,13.232350790868024,-23.174731207416848,1.0104754906491706,0.9897393735578301,-3.578949510187619
17,17340,1,8,1936,1.430202125265138,16.14232957485783,1311.8259295720868,1302.6502519884198,0.9930054152941922,0.9999654998159297,0.0,0.0022964912496035014,0.0022964912496035014,0.0022964912496035014,-0.032951968753519356,1.0401084969852576,phase,0.0022964912496035014,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.7184760106464,50.26107482357428,6.471507642964519,40.593290987039154,50.06258833289819,6.450712788544711,40.718476010646405,50.26107482357435,6.47150764296452,40.593290987039154,50.06258833289817,6.450712788544711,-33.66479875594896,-67.26134757814597,0.0962888537315596,40.7184760106464,50.26107482357428,6.471507642964519,40.718476010646405,50.26107482357435,6.47150764296452,nan,-33.66479875594896,nan,-67.26134757814597,False,19.500128133978077,f491b3f63961de74,,1.430202125265138,16.14232957485783,-3.4500184070251905e-05,tone,0.0022964912496035014,13.727732171688267,-17.466344229852474,1.0104693898708461,0.9897453493473455,-3.5796384575625
18,18360,4,8,3010,0.11872337383969978,-9.63821131823913,1310.5744274257538,1309.4362434380125,0.9991315380767982,1.0000841342947782,0.0,0.0005547770418385367,0.0005547770418385367,0.0005547770418385367,-0.0669674145818323,-0.6185007632945135,phase,0.0005547770418385367,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.81265400720401,50.6978040194342,6.487151828439205,40.78609569921937,50.553503359875776,6.48274014937199,40.81265400720402,50.6978040194342,6.487151828439206,40.78609569921937,50.55350335987576,6.48274014937199,-33.5564462131948,-75.59221893299272,5.937053117680287,40.81265400720401,50.6978040194342,6.487151828439205,40.81265400720402,50.6978040194342,6.487151828439206,nan,-33.5564462131948,nan,-75.59221893299272,False,14.275341983341702,4d3a366e5677de8f,,0.11872337383969978,-9.63821131823913,8.413429477815981e-05,tone,0.0005547770418385367,13.768854823458259,-20.874669374909388,1.0104842675185106,0.9897307780560698,-3.5798048906750517
19,19380,5,7,4087,1.4200054726820555,21.57176172354556,1310.1142403754513,1297.7552660626286,0.9905664911257808,0.9999848182638004,0.0,-0.01904939272022334,-0.01904939272022334,-0.01904939272022334,-0.015567594746641492,-2.4756060400665802,phase,-0.01904939272022334,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.76601760502012,50.65350545169133,6.479404917777429,40.698666003982666,50.4777202904668,6.468216944183168,40.76601760502011,50.65350545169132,6.479404917777428,40.698666003982645,50.47772029046676,6.4682169441831645,-33.569089890327525,-70.5620768473299,2.2767567316423816,40.76601760502012,50.65350545169133,6.479404917777429,40.76601760502011,50.65350545169132,6.479404917777428,nan,-33.569089890327525,nan,-70.5620768473299,False,15.831740188749155,13c4fc2711518f06,,1.4200054726820555,21.57176172354556,-1.5181736199632034e-05,tone,-0.01904939272022334,14.260700101425059,-13.246214475214211,1.0104815828600335,0.9897334076165177,-3.5740900728589846
20,20480,0,8,5113,0.22289576809574418,-27.581975880014244,1310.9111936083432,1301.3477775293102,0.9927047567175704,0.9999740103644507,0.0,0.023103963800257563,0.023103963800257563,0.023103963800257563,-0.021157381349661428,0.09353137226361023,phase,0.023103963800257563,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.74639368214535,50.79482642340969,6.476145129924478,40.785534642579854,51.78583386793123,6.482646950594661,40.74639368214535,50.794826423409695,6.476145129924478,40.785534642579854,51.785833867931224,6.482646950594661,-33.57055357855705,-72.48783987629936,9.717122483640718,40.74639368214535,50.79482642340969,6.476145129924478,40.74639368214535,50.794826423409695,6.476145129924478,nan,-33.57055357855705,nan,-72.48783987629936,False,16.737132480273214,5d8795fd3cab8b16,,0.22289576809574418,-27.581975880014244,-2.5989635549339418e-05,tone,0.023103963800257563,14.337904397036962,-23.000044631612656,1.0104769870016217,0.9897379092253601,-3.581021261999062
21,21504,0,8,6155,3.0033249224035217,9.38216583835559,1310.0475892697748,1307.0800563118682,0.9977347899555613,0.9999892470621963,0.0,0.03087943807156029,0.03087943807156029,0.03087943807156029,-0.0371874354886595,0.6372682942716698,phase,0.03087943807156029,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.77609430321978,50.38046463174793,6.481078787910263,40.77345304054798,50.254826204954995,6.4806400399581365,40.77609430321977,50.38046463174791,6.481078787910262,40.773453040547984,50.254826204954995,6.480640039958137,-33.56203504958197,-76.23428869655372,-0.6032636785165053,40.77609430321978,50.38046463174793,6.481078787910263,40.77609430321977,50.38046463174791,6.481078787910262,nan,-33.56203504958197,nan,-76.23428869655372,False,18.068197433865887,b8db4ac5c18848cf,,3.0033249224035217,9.38216583835559,-1.0752937803726326e-05,tone,0.03087943807156029,15.378169278239591,-19.68223896526755,1.010475085522288,0.9897397716986686,-3.5902850934205297
22,22440,1,7,7214,-0.5414005010356084,-6.468920081933829,1311.2642793350735,1308.8311603509887,0.9981444480548813,0.9999916692571431,0.0,-0.0046605262398965695,-0.0046605262398965695,-0.0046605262398965695,-0.0077669549587026905,2.673202224433483,phase,-0.0046605262398965695,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.73583319426089,50.664865749720924,6.474390896056628,40.82690760487904,50.67492495996006,6.4895195356941935,40.735833194260906,50.664865749720896,6.474390896056629,40.82690760487904,50.67492495996005,6.4895195356941935,-33.5520608182471,-74.03729585873367,1.829789246296846,40.73583319426089,50.664865749720924,6.474390896056628,40.735833194260906,50.664865749720896,6.474390896056629,nan,-33.5520608182471,nan,-74.03729585873367,False,16.35498375378385,923f53a5199913ff,,-0.5414005010356084,-6.468920081933829,-8.330742856887952e-06,tone,-0.0046605262398965695,15.1906434519452,-21.969832223029616,1.0104736123708704,0.9897412146325075,-3.588886935548561
23,23460,7,8,3211,0.7643072234294475,17.092392786140106,1309.9945778554304,1301.807239870615,0.9937500978071079,0.9999980446013884,0.0,0.027873463042468693,0.027873463042468693,0.027873463042468693,-0.03381374394806741,-0.12976139280555052,phase,0.027873463042468693,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.79794302929926,50.61721196736564,6.484708144401871,40.83283601718782,50.681578207439166,6.490504321791998,40.797943029299255,50.61721196736566,6.48470814440187,40.83283601718784,50.68157820743919,6.490504321792001,-33.59616642256336,-73.62998354463525,-0.629126642921463,40.79794302929926,50.61721196736564,6.484708144401871,40.797943029299255,50.61721196736566,6.48470814440187,nan,-33.59616642256336,nan,-73.62998354463525,False,14.926291796715224,fd881b16d748f6ce,,0.7643072234294475,17.092392786140106,-1.955398611586112e-06,tone,0.027873463042468693,15.455378250484525,-15.925487108665264,1.0104732665920981,0.9897415533174243,-3.5972489744613014
24,24480,6,8,997,-4.517403421058407,-21.503441504400417,1310.5674233546845,1304.3663334292676,0.9952683930525728,1.000033073073691,0.0,-0.02698439158674061,-0.02698439158674061,-0.02698439158674061,-0.030371377089798163,0.04628653898352243,phase,-0.02698439158674061,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.83783145111693,50.96496429767224,6.491334128092514,40.7929421165436,50.85970632473764,6.483877427997276,40.83783145111695,50.964964297672225,6.491334128092517,40.79294211654358,50.85970632473761,6.483877427997273,-33.57408181374407,-74.86178279345837,5.743583369909096,40.83783145111693,50.96496429767224,6.491334128092514,40.83783145111695,50.964964297672225,6.491334128092517,nan,-33.57408181374407,nan,-74.86178279345837,False,18.76066003340988,2a4aac8487ddc640,,-4.517403421058407,-21.503441504400417,3.307307369104784e-05,tone,-0.02698439158674061,13.89067461146318,-23.529699037843894,1.0104791149970396,0.989735825092692,-3.589153656985279
25,25500,4,8,2045,0.2600366973087148,14.615324296914302,1311.1413710339343,1302.3357806832441,0.993284026768413,0.9999453601725646,0.0,-0.01190600689194824,-0.01190600689194824,-0.01190600689194824,-0.04805923665696241,-1.0457314815586034,phase,-0.01190600689194824,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.787991553303826,50.44659704404391,6.48305507529964,40.75989689864536,50.37618042947193,6.4783881891437485,40.78799155330383,50.446597044043855,6.4830550752996405,40.759896898645366,50.37618042947196,6.478388189143749,-33.57151756953055,-74.44856906124207,-0.6001640317887578,40.787991553303826,50.44659704404391,6.48305507529964,40.78799155330383,50.446597044043855,6.4830550752996405,nan,-33.57151756953055,nan,-74.44856906124207,False,19.885059984160193,79b75f6fbe8b252c,,0.2600366973087148,14.615324296914302,-5.463982743536544e-05,tone,-0.01190600689194824,13.980743612105826,-18.361286038909622,1.0104694528262572,0.9897452894338927,-3.5855818549176948
26,26520,7,8,3120,0.915175309686947,-6.734150834550201,1310.1759784664966,1310.3671358672339,1.0001459020802388,1.000017035120069,0.0,-0.024374534163248675,-0.024374534163248675,-0.024374534163248675,-0.02790804461325477,1.0920799406497996,phase,-0.024374534163248675,phase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.845204926932624,50.67544305049645,6.49255895796223,40.76341326813041,50.651923799058174,6.478972303676148,40.845204926932624,50.675443050496476,6.49255895796223,40.76341326813043,50.65192379905821,6.4789723036761515,-33.58803835146087,-72.72697387716842,4.880414715286571,40.845204926932624,50.67544305049645,6.49255895796223,40.845204926932624,50.675443050496476,6.49255895796223,nan,-33.58803835146087,nan,-72.72697387716842,False,15.304132087758845,74f96bfb8ed3403e,,0.915175309686947,-6.734150834550201,1.703512006900887e-05,tone,-0.024374534163248675,14.297736231224127,-20.742659122726653,1.0104724651832369,0.9897423389089327,-3.5782694946687204
